trip_id,mandi_id,destination_warehouse,departure_time,arrival_time,transit_hours,distance,distance_unit,vehicle_no,driver_id,distance_km,vehicle_no_clean,departure_time_clean,arrival_time_clean,reason,recommended_action
TRP009574,MANDI010,WH-East,08-04-2026 07:13 PM,05/08/2026,-16.5,676.7,km,pb 64-BC-7969,DRV158,676.7,PB64BC7969,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003210,MANDI005,WH-South,2026-08-31T10:04:06,01/09/2026 09:28,23.4,1215.2,km,DL-50-CD-8371,DRV584,1215.2,DL50CD8371,2026-08-31 10:04:06,2026-01-09 09:28:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP004973,MANDI053,Export-Terminal,26/06/2026 09:14,,-4.6,209.1 KM,,RJ 77 DF 4120,DRV293,,RJ77DF4120,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000767,MANDI019,WH-East,2026-04-14T11:50:16,04-14-2026 03:32 PM,-3.7,190.5,km,,,190.5,,2026-04-14 11:50:16,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP001145,MANDI006,WH-West,12-Jun-2026 14:45:43,12-Jun-2026 23:21:43,-8.6,360.0,km,RJ-32-BC-3908,DRV483,360.0,RJ32BC3908,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003048,MANDI024,WH-East,11/06/2026 10:30,11/06/2026 15:18,-4.8,199.2,km,,DRV887,199.2,,,2026-11-06 15:18:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008824,MANDI015,WH-West,10/07/2026 22:29,11/07/2026,-2.3,101.2,km,pb 44-DF-9979,DRV163,101.2,PB44DF9979,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008293,MANDI037,WH-Central,27/02/2026,2026-02-28 10:06:48,-21.8,889.9 KM,,UP37-BC-2677,DRV883,,UP37BC2677,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002046,MANDI038,WH-East,09/06/2026 09:48,2026-06-09T23:48:43,-14.0,825.3,km,,DRV812,825.3,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP005088,MANDI057,WH-West,22/02/2026,22/02/2026 22:51,-22.0,1267.9,km,PB-39-BC-8534,DRV377,1267.9,PB39BC8534,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008135,MANDI039,WH-South,2026-09-04T13:48:19,04/09/2026 19:54,6.1,354.2,km,,DRV441,354.2,,2026-09-04 13:48:19,2026-04-09 19:54:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003140,MANDI013,WH-West,30/04/2026,01/05/2026,-14.6,847.6 KM,,,DRV556,,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003725,MANDI007,WH-East,01-19-2026 12:36 PM,2026-01-20 06:24:17,-17.8,842.9,km,up 99-CD-5539,DRV252,842.9,UP99CD5539,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000060,MANDI043,WH-East,07-02-2026 08:51 PM,2026-07-03 16:51:25,-20.0,613.293177,miles,pb 51-AB-9125,DRV643,986.99724147318,PB51AB9125,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009000,MANDI056,WH-North,20/07/2026,20-Jul-2026 20:04:28,-11.0,471.3,km,UP72-AB-3304,DRV332,471.3,UP72AB3304,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP004904,MANDI045,WH-North,2026-02-19 09:55:52,2026-02-19 17:43:52,-7.8,325.6,km,HR-44-CD-4654,,325.6,HR44CD4654,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009969,MANDI006,WH-East,29-May-2026 20:10:41,30-May-2026 13:10:41,-17.0,802.2,km,DL89-DF-7794,DRV524,802.2,DL89DF7794,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009368,MANDI017,WH-South,2026-09-06T00:34:09,06/09/2026 13:52,13.3,348.9619536,miles,UP59-DF-2448,DRV475,561.5984304066241,UP59DF2448,2026-09-06 00:34:09,2026-06-09 13:52:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP005921,MANDI036,WH-West,2026-01-29T06:43:30,29-Jan-2026 11:31:30,-4.8,285.4,km,HR-85-DF-4525,DRV388,285.4,HR85DF4525,2026-01-29 06:43:30,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003551,MANDI035,Export-Terminal,31-Aug-2026 00:21:03,2026-08-31T23:21:03,-23.0,1163.7 KM,,RJ-77-BC-3173,DRV559,,RJ77BC3173,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP005314,MANDI055,WH-North,2026-08-08 15:57:18,08-Aug-2026 23:39:18,-7.7,326.8,km,RJ-67-CD-4759,DRV182,326.8,RJ67CD4759,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000773,MANDI040,WH-South,18/05/2026,19-May-2026 04:08:20,-12.5,592.8,km,pb 87-AB-5828,DRV448,592.8,PB87AB5828,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003376,MANDI034,WH-West,28/08/2026 08:58,,-16.5,915.3,km,RJ 21 DF 4785,DRV921,915.3,RJ21DF4785,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009281,MANDI005,Export-Terminal,2026-08-08 09:19:07,09-Aug-2026 00:37:07,-15.3,678.3,km,UP70-AB-6744,,678.3,UP70AB6744,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009117,MANDI027,WH-Central,04-Aug-2026 04:07:18,2026-08-04 07:01:18,-2.9,149.5,km,RJ56-BC-9716,DRV848,149.5,RJ56BC9716,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP001478,MANDI028,WH-North,2026-08-24 06:44:05,2026-08-24 16:32:05,-9.8,491.0,km,dl 63-BC-9102,DRV948,491.0,DL63BC9102,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002334,MANDI028,WH-West,2026-01-02 19:37:05,2026-01-03 03:55:05,-8.3,353.8,km,RJ-60-AB-1922,DRV144,353.8,RJ60AB1922,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009241,MANDI047,WH-Central,23/07/2026 15:46,24/07/2026 09:34,-17.8,835.3,km,UP 43 CD 6271,DRV942,835.3,UP43CD6271,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP005385,MANDI017,WH-Central,2026-01-20T10:52:32,20-Jan-2026 19:52:32,-9.0,455.8,km,dl 50-CD-9504,DRV173,455.8,DL50CD9504,2026-01-20 10:52:32,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009959,MANDI036,Export-Terminal,22-Apr-2026 16:21:39,2026-04-23 10:15:39,-17.9,510.3941394,miles,dl 59-BC-8097,DRV788,821.397704301996,DL59BC8097,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP001457,MANDI012,WH-East,2026-03-10 09:33:09,2026-03-10 12:15:09,-2.7,113.7,km,PB-23-BC-1165,DRV714,113.7,PB23BC1165,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP007048,MANDI038,WH-West,2026-01-20T15:51:09,21/01/2026 03:39,-11.8,623.9,km,rj 86-AB-3710,DRV801,623.9,RJ86AB3710,2026-01-20 15:51:09,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP004340,MANDI027,WH-West,20-Jun-2026 17:10:58,2026-06-21T09:16:58,-16.1,724.0,km,pb 48-AB-5641,DRV665,724.0,PB48AB5641,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006028,MANDI040,WH-Central,27/07/2026 15:42,2026-07-28T09:24:54,-17.7,825.8,km,up 67-DF-4313,DRV777,825.8,UP67DF4313,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000619,MANDI039,WH-North,26/08/2026 11:57,27/08/2026 02:15,-14.3,797.8,km,,DRV335,797.8,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP005713,MANDI025,Export-Terminal,06-11-2026 06:36 AM,2026-06-11T09:30:49,-2.9,140.4,km,DL-66-BC-5235,DRV767,140.4,DL66BC5235,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008668,MANDI038,WH-North,06-07-2026 08:34 PM,08/06/2026 14:16,-17.7,867.6 KM,,HR-83-BC-9865,DRV388,,HR83BC9865,,2026-08-06 14:16:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP007922,MANDI037,WH-North,21-Jun-2026 12:09:06,2026-06-22T09:27:06,-21.3,733.1556429000001,miles,UP 77 BC 7125,DRV491,1179.8967023446862,UP77BC7125,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009931,MANDI026,WH-East,2026-02-08 00:06:56,02-08-2026 09:42 PM,-21.6,914.7,km,DL 34 BC 4466,DRV164,914.7,DL34BC4466,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP007679,MANDI007,WH-South,2026-03-24 13:55:56,24/03/2026 21:19,-7.4,389.2,km,,DRV650,389.2,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP001431,MANDI031,WH-Central,02-Apr-2026 22:39:38,,-18.1,913.5,km,,DRV756,913.5,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009450,MANDI034,Export-Terminal,12/06/2026,13/06/2026,-19.9,1123.0,km,RJ-34-DF-4491,DRV725,1123.0,RJ34DF4491,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP004505,MANDI010,WH-South,2026-07-06T05:00:55,06/07/2026 08:24,3.4,178.7,km,RJ-84-CD-6610,DRV202,178.7,RJ84CD6610,2026-07-06 05:00:55,2026-06-07 08:24:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000863,MANDI055,Export-Terminal,01/05/2026,01/05/2026 13:15,-11.4,668.7,km,DL-70-BC-5314,DRV939,668.7,DL70BC5314,,2026-01-05 13:15:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009774,MANDI011,WH-South,2026-09-08T04:43:32,08/09/2026 14:25,9.7,312.0525162,miles,HR-78-CD-5913,DRV454,502.198596421308,HR78CD5913,2026-09-08 04:43:32,2026-08-09 14:25:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP001018,MANDI012,WH-West,22/02/2026 10:24,02-22-2026 07:18 PM,-8.9,370.5,km,UP-38-AB-6814,DRV990,370.5,UP38AB6814,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002708,MANDI034,Export-Terminal,03-Jun-2026 20:05:11,2026-06-04T12:47:11,-16.7,827.0,km,,DRV936,827.0,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002374,MANDI036,WH-West,2026-06-01T06:54:35,02/06/2026 05:24,22.5,1098.8,km,dl 86-CD-7300,,1098.8,DL86CD7300,2026-06-01 06:54:35,2026-02-06 05:24:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009765,MANDI055,WH-Central,2026-08-12 20:39:27,2026-08-13 06:51:27,-10.2,540.5 KM,,DL33-BC-9979,DRV942,,DL33BC9979,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003170,MANDI039,WH-South,17-Jan-2026 10:52:08,18/01/2026 09:40,-22.8,1338.1,km,,DRV832,1338.1,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP005107,MANDI012,WH-South,2026-05-08T09:03:21,08-May-2026 21:45:21,-12.7,624.4,km,UP 53 CD 7130,,624.4,UP53CD7130,2026-05-08 09:03:21,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009496,MANDI021,WH-West,01-10-2026 12:38 AM,10/01/2026 05:26,-4.8,264.1,km,PB-66-AB-2068,DRV915,264.1,PB66AB2068,,2026-10-01 05:26:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000835,MANDI037,WH-North,28/06/2026 17:37,,-22.8,1129.6,km,HR 22 CD 5296,DRV933,1129.6,HR22CD5296,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006132,MANDI008,Export-Terminal,04/07/2026,05/07/2026,-4.9,209.2,km,UP11-BC-3669,DRV282,209.2,UP11BC3669,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP004899,MANDI048,WH-South,30/05/2026 04:08,30-May-2026 21:56:51,-17.8,981.4,km,PB-88-DF-6113,DRV958,981.4,PB88DF6113,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006625,MANDI046,WH-North,2026-05-12 13:13:31,12/05/2026,-8.8,371.8,km,,DRV503,371.8,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003785,MANDI052,WH-North,2026-07-27 21:41:34,2026-07-28 06:29:34,-8.8,310.1884032,miles,,DRV191,499.19860480588795,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008210,MANDI022,WH-West,05/08/2026 09:37,05/08/2026 20:37,-11.0,551.7 KM,,rj 17-CD-7474,DRV352,,RJ17CD7474,,2026-05-08 20:37:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006880,MANDI009,WH-Central,2026-01-10T00:23:06,2026-01-10 09:17:06,-8.9,443.9,km,PB-11-CD-4218,DRV892,443.9,PB11CD4218,2026-01-10 00:23:06,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006420,MANDI022,WH-East,25/06/2026 04:20,26/06/2026 02:20,-22.0,1201.8,km,PB-44-AB-4134,DRV843,1201.8,PB44AB4134,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002836,MANDI027,WH-South,06-Jun-2026 02:33:17,,-12.6,609.2,km,UP-57-DF-5507,DRV447,609.2,UP57DF5507,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP004005,MANDI044,Export-Terminal,04-18-2026 10:33 AM,2026-04-19 02:57:33,-16.4,867.5,km,up 20-CD-4515,DRV652,867.5,UP20CD4515,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002103,MANDI039,WH-East,03-26-2026 03:15 PM,03-27-2026 05:27 AM,-14.2,623.0,km,RJ99-DF-5385,DRV829,623.0,RJ99DF5385,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP001177,MANDI051,WH-East,09/02/2026 08:41,2026-02-09T14:35:42,-5.9,251.9,km,RJ-38-DF-8787,DRV725,251.9,RJ38DF8787,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009110,MANDI021,WH-Central,01-01-2026 07:17 AM,2026-01-02 06:59:39,-23.7,796.4733477999999,miles,dl 60-AB-2414,DRV256,1281.796417548452,DL60AB2414,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000080,MANDI002,Export-Terminal,2026-04-16 10:27:52,16/04/2026 23:33,-13.1,678.8 KM,,RJ 44 CD 2954,DRV248,,RJ44CD2954,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003150,MANDI021,WH-West,2026-03-14 20:02:08,15/03/2026 15:26,-19.4,1094.7,km,dl 60-DF-6476,DRV115,1094.7,DL60DF6476,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP007702,MANDI029,WH-East,2026-04-25T06:13:12,2026-04-25 18:07:12,-11.9,693.0,km,pb 41-CD-2898,DRV821,693.0,PB41CD2898,2026-04-25 06:13:12,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008404,MANDI029,WH-West,18/02/2026 10:34,02-18-2026 06:04 PM,-7.5,435.3,km,PB-57-DF-8334,DRV243,435.3,PB57DF8334,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000333,MANDI003,WH-North,06/05/2026 00:17,06/05/2026 14:53,-14.6,835.8,km,up 46-DF-2641,DRV381,835.8,UP46DF2641,,2026-06-05 14:53:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP007548,MANDI056,WH-Central,2026-07-05T19:42:59,06/07/2026 04:00,8.3,334.2,km,RJ 16 AB 4479,DRV648,334.2,RJ16AB4479,2026-07-05 19:42:59,2026-06-07 04:00:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002730,MANDI046,WH-South,02/04/2026,02/04/2026 07:36,-5.0,214.0,km,PB-91-CD-3826,DRV920,214.0,PB91CD3826,,2026-02-04 07:36:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009457,MANDI031,WH-Central,10/08/2026 19:11,10/08/2026 22:35,-3.4,146.7,km,,DRV511,146.7,,,2026-10-08 22:35:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP007415,MANDI023,WH-East,01-Apr-2026 11:56:54,04-02-2026 06:20 AM,-18.4,951.9,km,HR-11-AB-7263,DRV485,951.9,HR11AB7263,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000197,MANDI035,WH-Central,07-23-2026 05:04 PM,2026-07-23 19:40:26,-2.6,111.8,km,,DRV633,111.8,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009742,MANDI025,WH-West,21-Apr-2026 00:18:23,21/04/2026 05:36,-5.3,271.2,km,RJ-83-DF-3505,,271.2,RJ83DF3505,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP004280,MANDI051,WH-East,19/07/2026 19:09,,-2.5,101.7,km,RJ-19-CD-7137,DRV180,101.7,RJ19CD7137,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003525,MANDI022,WH-South,28/02/2026 04:38,28-Feb-2026 14:20:51,-9.7,551.8,km,UP85-DF-2146,DRV942,551.8,UP85DF2146,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP007020,MANDI002,WH-West,2026-05-08 19:53:13,2026-05-09T10:29:13,-14.6,540.9655926,miles,UP-95-AB-1463,DRV310,870.5975667948841,UP95AB1463,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006299,MANDI035,WH-North,2026-07-01 03:49:03,2026-07-02T03:37:03,-23.8,1216.7,km,PB-19-CD-5504,DRV926,1216.7,PB19CD5504,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP005350,MANDI012,WH-South,2026-04-23 01:32:20,23-Apr-2026 03:56:20,-2.4,59.7758902,miles,,,96.199731134468,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003298,MANDI003,WH-East,11/03/2026 03:39,03-12-2026 02:57 AM,-23.3,1190.0,km,PB30-DF-7938,DRV834,1190.0,PB30DF7938,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009888,MANDI035,WH-North,19/05/2026 05:44,05-19-2026 01:20 PM,-7.6,311.6,km,UP-76-AB-3379,DRV152,311.6,UP76AB3379,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008658,MANDI055,WH-West,08-27-2026 07:56 PM,28/08/2026 13:08,-17.2,886.0,km,,DRV178,886.0,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006070,MANDI020,Export-Terminal,20/04/2026 21:23,21/04/2026 11:53,-14.5,676.1,km,,DRV657,676.1,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP001840,MANDI024,WH-East,24/02/2026,02-24-2026 10:16 PM,-15.8,898.9,km,rj 11-DF-6654,DRV724,898.9,RJ11DF6654,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP005171,MANDI006,Export-Terminal,02/02/2026 12:40,02-02-2026 08:10 PM,-7.5,428.4,km,PB-28-CD-3499,DRV284,428.4,PB28CD3499,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP004304,MANDI007,WH-North,03-31-2026 03:02 PM,2026-03-31 19:20:38,-4.3,192.4,km,,,192.4,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002355,MANDI053,WH-West,2026-02-27 03:54:03,02-27-2026 02:30 PM,-10.6,516.9,km,DL94-BC-1804,DRV624,516.9,DL94BC1804,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008870,MANDI026,WH-South,05-10-2026 01:01 AM,10/05/2026 15:43,-14.7,770.6 KM,,HR88-DF-7902,DRV534,,HR88DF7902,,2026-10-05 15:43:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP001173,MANDI009,WH-West,2026-08-10 16:46:06,11/08/2026,-15.8,786.9,km,DL-64-AB-6482,,786.9,DL64AB6482,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009867,MANDI041,WH-West,2026-07-07 14:17:32,07-08-2026 05:23 AM,-15.1,503.9940181,miles,dl 45-AB-8745,DRV915,811.097733089054,DL45AB8745,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006587,MANDI055,Export-Terminal,04-25-2026 09:28 AM,2026-04-25 16:58:23,-7.5,411.7,km,up 31-AB-9009,DRV407,411.7,UP31AB9009,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009952,MANDI023,WH-South,2026-05-18T16:59:53,2026-05-19T05:41:53,-12.7,437.0102243,miles,RJ-65-DF-2451,DRV431,703.298034374962,RJ65DF2451,2026-05-18 16:59:53,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP005251,MANDI028,Export-Terminal,05-Apr-2026 13:22:30,,-11.2,332.86844470000005,miles,PB-40-AB-7658,DRV344,535.698502793498,PB40AB7658,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP004639,MANDI050,Export-Terminal,18/06/2026,2026-06-19T02:18:06,-19.2,894.7,km,DL-64-CD-8556,,894.7,DL64CD8556,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP004211,MANDI015,Export-Terminal,22-Jul-2026 08:50:35,,-21.1,882.5,km,DL-60-BC-8136,DRV801,882.5,DL60BC8136,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008493,MANDI051,WH-East,07/02/2026,,-14.5,654.1,km,PB-16-AB-1903,DRV298,654.1,PB16AB1903,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003796,MANDI053,WH-North,2026-05-31T20:39:43,01/06/2026 13:03,16.4,940.8,km,pb 20-CD-4976,DRV318,940.8,PB20CD4976,2026-05-31 20:39:43,2026-01-06 13:03:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000152,MANDI022,Export-Terminal,19/04/2026 20:20,2026-04-20T16:56:28,-20.6,707.5551577,miles,,DRV341,1138.696817492918,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006214,MANDI045,WH-West,2026-02-24 23:54:56,25/02/2026,-14.6,780.0,km,UP 44 CD 4101,DRV902,780.0,UP44CD4101,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP007655,MANDI055,WH-South,07-26-2026 11:29 PM,27/07/2026 05:29,-6.0,280.5,km,,DRV633,280.5,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006388,MANDI036,Export-Terminal,2026-02-03T23:33:49,2026-02-04 19:09:49,-19.6,873.6,km,DL 59 DF 8039,DRV512,873.6,DL59DF8039,2026-02-03 23:33:49,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006799,MANDI030,WH-East,02/09/2026 19:12,,-12.8,423.7128849,miles,DL-72-DF-2678,DRV690,681.898094184966,DL72DF2678,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP001466,MANDI002,WH-East,2026-03-17 09:46:48,17-Mar-2026 23:16:48,-13.5,638.0,km,,DRV245,638.0,,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008922,MANDI023,WH-East,30/05/2026 00:41,2026-05-30 21:35:31,-20.9,1033.9,km,DL46-CD-4482,DRV536,1033.9,DL46CD4482,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000438,MANDI005,WH-North,03-May-2026 01:21:28,03/05/2026 21:03,-19.7,558.8610774,miles,RJ-80-AB-2814,DRV168,899.397486302916,RJ80AB2814,,2026-03-05 21:03:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002707,MANDI041,WH-South,26-May-2026 02:10:43,27-May-2026 02:04:43,-23.9,1165.6,km,UP-10-CD-1793,,1165.6,UP10CD1793,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008583,MANDI015,WH-North,13/08/2026,2026-08-14 12:46:08,-14.4,609.5,km,PB-75-CD-2391,,609.5,PB75CD2391,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP004623,MANDI044,WH-East,2026-04-14 08:28:02,14/04/2026 20:58,-12.5,449.1890959,miles,UP-17-BC-9533,DRV766,722.8979795957059,UP17BC9533,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP007440,MANDI040,Export-Terminal,03-06-2026 05:30 AM,2026-03-06T08:24:17,-2.9,85.1899641,miles,UP-85-DF-7734,DRV328,137.09961682469398,UP85DF7734,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP001408,MANDI029,WH-Central,04/07/2026,,-3.8,187.1,km,DL33-CD-8462,DRV277,187.1,DL33CD8462,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008143,MANDI025,Export-Terminal,08-23-2026 04:55 AM,08-23-2026 02:37 PM,-9.7,446.5,km,HR-61-BC-2329,DRV179,446.5,HR61BC2329,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP008212,MANDI031,WH-South,2026-07-01T12:28:04,02/07/2026,-12.1,488.7 KM,,DL-49-BC-8686,DRV573,,DL49BC8686,2026-07-01 12:28:04,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009595,MANDI020,WH-Central,2026-06-13 00:30:16,06-13-2026 05:00 PM,-16.5,745.6,km,PB-95-DF-4463,DRV123,745.6,PB95DF4463,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002299,MANDI037,WH-West,14/03/2026 12:34,15/03/2026 07:10,-18.6,1025.4,km,HR51-BC-7418,DRV603,1025.4,HR51BC7418,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002645,MANDI028,WH-Central,2026-01-19T08:57:02,2026-01-19 14:45:02,-5.8,255.2,km,HR-77-AB-6841,DRV381,255.2,HR77AB6841,2026-01-19 08:57:02,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP005490,MANDI050,WH-North,25-Jun-2026 05:48:52,2026-06-25 20:54:52,-15.1,827.0,km,RJ-81-BC-2047,,827.0,RJ81BC2047,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP006609,MANDI015,WH-West,2026-08-05T15:47:34,06/08/2026 05:41,13.9,506.6037763,miles,,,815.297721350642,,2026-08-05 15:47:34,2026-06-08 05:41:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP001336,MANDI035,WH-Central,07/07/2026 15:16,08-Jul-2026 10:34:01,-19.3,898.0,km,RJ-62-CD-8005,DRV993,898.0,RJ62CD8005,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP002918,MANDI012,Export-Terminal,2026-03-01T21:04:25,02/03/2026 18:40,21.6,956.3 KM,,PB 95 DF 3813,DRV760,,PB95DF3813,2026-03-01 21:04:25,2026-02-03 18:40:00,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP009584,MANDI018,WH-North,02/08/2026 11:53,,-8.9,517.5,km,UP-24-CD-8720,DRV222,517.5,UP24CD8720,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP000325,MANDI010,WH-South,29/08/2026 19:16,30-Aug-2026 16:10:21,-20.9,902.3,km,UP-45-CD-6265,DRV656,902.3,UP45CD6265,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP003202,MANDI028,WH-West,29/08/2026 12:32,29/08/2026 20:50,-8.3,472.4 KM,,HR-86-CD-2322,DRV651,,HR86CD2322,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
TRP007037,MANDI004,WH-West,04-Apr-2026 05:56:42,2026-04-04T11:44:42,-5.8,171.43625889999998,miles,pb 26-AB-1171,DRV881,275.89922889812595,PB26AB1171,,,Negative transit time or arrival before departure,Exclude from transit average KPIs
