trip_id,mandi_id,destination_warehouse,departure_time,arrival_time,transit_hours,distance,distance_unit,vehicle_no,driver_id,distance_km,vehicle_no_clean,departure_time_clean,arrival_time_clean
TRP003834,MANDI015,WH-West,02-11-2026 08:58 PM,2026-02-11 23:10:51,2.2,95.7,km,PB-97-AB-3850,DRV107,95.7,PB97AB3850,,
TRP005616,MANDI056,WH-North,2026-05-09 21:28:48,2026-05-10 01:34:48,4.1,245.1,km,,DRV443,245.1,,,
TRP003033,MANDI017,WH-North,04/05/2026 18:40,05/05/2026 09:40,15.0,718.2,km,PB90-BC-1276,DRV637,718.2,PB90BC1276,,2026-05-05 09:40:00
TRP009559,MANDI028,WH-East,2026-03-13T07:02:52,13/03/2026 15:14,8.2,443.6,km,,DRV819,443.6,,2026-03-13 07:02:52,
TRP007012,MANDI053,WH-East,2026-04-10 08:08:24,04-10-2026 11:44 AM,3.6,196.4,km,,DRV954,196.4,,,
TRP002303,MANDI045,WH-Central,15-Jan-2026 12:32:18,16/01/2026,17.9,840.3,km,,DRV933,840.3,,,
TRP002005,MANDI036,WH-South,12/07/2026 10:13,2026-07-12T17:55:57,7.7,373.3,km,dl 28-BC-7074,DRV603,373.3,DL28BC7074,,
TRP008662,MANDI025,WH-East,08-22-2026 09:04 PM,2026-08-23 01:52:24,,242.5,km,DL-21-DF-2996,,242.5,DL21DF2996,,
TRP009054,MANDI041,Export-Terminal,2026-02-03T16:52:57,03/02/2026 21:46,,209.4,km,dl 21-DF-3301,DRV709,209.4,DL21DF3301,2026-02-03 16:52:57,2026-03-02 21:46:00
TRP001006,MANDI048,WH-West,09/09/2026 06:39,10/09/2026 01:45,19.1,852.9 KM,,hr 47-BC-1346,DRV793,,HR47BC1346,,2026-10-09 01:45:00
TRP007869,MANDI015,WH-South,26-May-2026 19:20:28,27/05/2026,5.7,191.2579938,miles,DL-49-DF-1304,DRV635,307.799139742092,DL49DF1304,,
TRP008782,MANDI012,WH-West,26/01/2026 01:52,2026-01-26 05:04:51,3.2,89.7259724,miles,,DRV684,144.399596422216,,,
TRP008481,MANDI042,WH-South,04-02-2026 05:19 AM,2026-04-02 12:43:33,7.4,211.4525513,miles,UP-68-AB-9998,DRV937,340.299048909142,UP68AB9998,,
TRP008939,MANDI050,WH-Central,2026-08-19 17:18:07,20-Aug-2026 03:18:07,10.0,427.0,km,PB-60-BC-5541,DRV664,427.0,PB60BC5541,,
TRP002133,MANDI045,WH-Central,06-Sep-2026 06:13:21,2026-09-06 12:31:21,6.3,257.4,km,RJ-78-BC-5283,,257.4,RJ78BC5283,,
TRP007779,MANDI039,WH-South,2026-04-09 17:05:44,2026-04-10T01:41:44,,384.3,km,rj 66-DF-5915,DRV233,384.3,RJ66DF5915,,
TRP007712,MANDI055,Export-Terminal,02-19-2026 01:23 AM,2026-02-19 07:11:03,5.8,238.7,km,DL-30-BC-6373,DRV858,238.7,DL30BC6373,,
TRP002058,MANDI035,WH-North,14/02/2026 20:03,02-15-2026 04:21 PM,20.3,1094.9,km,PB-56-CD-8695,DRV319,1094.9,PB56CD8695,,
TRP009781,MANDI046,WH-South,26/08/2026 16:35,,16.5,926.9,km,,DRV783,926.9,,,
TRP000230,MANDI053,WH-North,20/08/2026,08-20-2026 10:50 PM,22.7,1335.9,km,HR-63-CD-7179,,1335.9,HR63CD7179,,
TRP007460,MANDI022,WH-North,03-11-2026 06:56 AM,2026-03-11T14:38:31,7.7,436.2,km,UP-92-AB-9902,DRV363,436.2,UP92AB9902,,
TRP009970,MANDI042,WH-South,03/08/2026 20:33,2026-08-04 00:51:45,4.3,200.3,km,,DRV380,200.3,,,
TRP008081,MANDI027,WH-South,2026-01-08 15:54:55,09-Jan-2026 15:30:55,23.6,1413.5,km,DL-84-BC-6541,DRV278,1413.5,DL84BC6541,,
TRP004272,MANDI030,Export-Terminal,21/06/2026 02:11,2026-06-21T07:59:16,,147.5134754,miles,rj 74-AB-7252,DRV738,237.39933650023602,RJ74AB7252,,
TRP004056,MANDI032,WH-East,06-14-2026 10:50 AM,15-Jun-2026 09:50:41,,1359.2,km,UP-64-CD-4636,DRV535,1359.2,UP64CD4636,,
TRP008715,MANDI024,WH-South,2026-01-19T10:27:19,19/01/2026 23:03,12.6,699.1,km,HR 39 AB 9697,DRV935,699.1,HR39AB9697,2026-01-19 10:27:19,
TRP000210,MANDI031,WH-Central,2026-09-07T15:03:35,2026-09-08T11:27:35,,1122.2,km,rj 64-BC-6091,,1122.2,RJ64BC6091,2026-09-07 15:03:35,
TRP007394,MANDI038,Export-Terminal,2026-03-24 02:43:19,24/03/2026 07:49,5.1,293.4,km,DL33-AB-3181,DRV908,293.4,DL33AB3181,,
TRP002961,MANDI050,WH-Central,2026-06-05T09:19:18,05/06/2026,,376.0,km,DL 56 BC 5921,DRV789,376.0,DL56BC5921,2026-06-05 09:19:18,
TRP007432,MANDI041,Export-Terminal,21/08/2026 17:00,22-Aug-2026 12:42:26,19.7,794.8,km,RJ 76 AB 7138,DRV411,794.8,RJ76AB7138,,
TRP007747,MANDI032,WH-North,2026-08-13 15:22:14,2026-08-14T00:46:14,9.4,331.87425110000004,miles,HR50-DF-3293,DRV706,534.0985072652741,HR50DF3293,,
TRP003352,MANDI018,Export-Terminal,01/07/2026,,23.6,1130.8,km,rj 34-BC-7639,DRV599,1130.8,RJ34BC7639,,
TRP005082,MANDI018,WH-West,2026-01-11T07:35:57,11/01/2026,6.0,302.8,km,PB-10-AB-7994,,302.8,PB10AB7994,2026-01-11 07:35:57,
TRP005203,MANDI022,WH-Central,02/07/2026 02:42,2026-07-02T06:24:36,3.7,165.0,km,DL-13-AB-9916,DRV161,165.0,DL13AB9916,,
TRP004819,MANDI002,Export-Terminal,15/04/2026 18:43,16-Apr-2026 13:43:08,19.0,965.8,km,DL38-CD-5976,DRV210,965.8,DL38CD5976,,
TRP001729,MANDI015,Export-Terminal,2026-05-15 01:39:44,,16.1,673.2,km,,DRV639,673.2,,,
TRP006359,MANDI001,WH-West,2026-02-27 02:43:07,27-Feb-2026 18:43:07,16.0,938.7,km,rj 14-CD-9561,DRV453,938.7,RJ14CD9561,,
TRP000338,MANDI013,WH-Central,2026-07-21 03:00:36,2026-07-21T15:00:36,12.0,595.5,km,dl 22-DF-5664,DRV413,595.5,DL22DF5664,,
TRP008064,MANDI050,Export-Terminal,2026-05-19 16:28:09,2026-05-20T02:58:09,10.5,614.4,km,DL94-AB-2549,DRV438,614.4,DL94AB2549,,
TRP002651,MANDI008,WH-East,22/08/2026 11:43,2026-08-23 03:13:09,15.5,645.2 KM,,DL11-AB-2500,DRV903,,DL11AB2500,,
TRP003321,MANDI054,WH-West,2026-05-28 14:13:28,29-May-2026 09:37:28,19.4,1011.3,km,HR-44-BC-5753,DRV309,1011.3,HR44BC5753,,
TRP007888,MANDI044,Export-Terminal,05-13-2026 07:42 AM,13/05/2026 20:30,12.8,747.7,km,RJ-78-AB-7905,DRV191,747.7,RJ78AB7905,,
TRP004354,MANDI030,WH-East,27-Jun-2026 22:09:00,,22.8,1139.2,km,,DRV400,1139.2,,,
TRP001227,MANDI036,WH-East,2026-06-26T13:03:07,26/06/2026,9.5,511.7,km,PB-33-BC-7739,DRV116,511.7,PB33BC7739,2026-06-26 13:03:07,
TRP004707,MANDI019,WH-East,26/05/2026,2026-05-26 04:28:57,,97.8 KM,,rj 71-CD-6325,DRV839,,RJ71CD6325,,
TRP002145,MANDI027,WH-Central,2026-06-21 23:57:39,06-22-2026 09:57 AM,10.0,293.7220717,miles,RJ 90 DF 1431,DRV868,472.698678869678,RJ90DF1431,,
TRP009126,MANDI042,WH-West,2026-05-02T15:40:57,,3.2,158.8,km,dl 73-DF-9239,DRV264,158.8,DL73DF9239,2026-05-02 15:40:57,
TRP008976,MANDI019,WH-East,2026-01-08 14:43:32,2026-01-09 01:19:32,10.6,611.9,km,UP 75 AB 4935,,611.9,UP75AB4935,,
TRP002112,MANDI026,WH-North,04-19-2026 06:31 PM,20/04/2026,10.5,483.5 KM,,RJ59-AB-5267,DRV216,,RJ59AB5267,,
TRP008028,MANDI015,WH-South,08-01-2026 06:54 PM,2026-08-02T12:06:19,17.2,1016.8,km,UP-21-CD-5325,DRV720,1016.8,UP21CD5325,,
TRP009731,MANDI046,WH-East,30-Mar-2026 05:07:28,,3.7,180.5,km,PB80-DF-5357,DRV128,180.5,PB80DF5357,,
TRP007619,MANDI051,WH-South,2026-02-05T14:19:09,2026-02-06 06:25:09,16.1,809.9,km,,DRV421,809.9,,2026-02-05 14:19:09,
TRP003401,MANDI047,WH-South,2026-04-18 19:12:17,2026-04-19 05:00:17,9.8,517.5,km,up 24-DF-1950,DRV981,517.5,UP24DF1950,,
TRP003444,MANDI051,Export-Terminal,26/03/2026,2026-03-27T04:41:51,19.5,914.7,km,,,914.7,,,
TRP005479,MANDI031,WH-North,05-29-2026 05:46 PM,30-May-2026 08:40:39,14.9,815.0,km,RJ-59-BC-7806,DRV108,815.0,RJ59BC7806,,
TRP001929,MANDI012,WH-West,2026-03-13T12:05:09,14/03/2026,18.8,682.0789467000001,miles,RJ 57 AB 5302,DRV335,1097.6969320821781,RJ57AB5302,2026-03-13 12:05:09,
TRP000351,MANDI042,WH-West,2026-06-24 07:15:09,25-Jun-2026 04:57:09,21.7,1067.1,km,RJ 76 DF 4442,DRV192,1067.1,RJ76DF4442,,
TRP003266,MANDI046,WH-West,26/01/2026 21:04,27-Jan-2026 09:04:40,12.0,636.5,km,up 32-DF-2585,,636.5,UP32DF2585,,
TRP002202,MANDI021,WH-Central,2026-06-30T21:56:03,2026-07-01 07:44:03,9.8,563.2,km,rj 71-DF-6752,DRV690,563.2,RJ71DF6752,2026-06-30 21:56:03,
TRP004566,MANDI042,WH-Central,2026-02-09 08:48:19,2026-02-10 00:12:19,15.4,778.7,km,,DRV511,778.7,,,
TRP001935,MANDI033,WH-North,14-Feb-2026 12:21:18,2026-02-15T00:21:18,12.0,531.3,km,rj 49-BC-5846,DRV363,531.3,RJ49BC5846,,
TRP005334,MANDI014,WH-South,09-May-2026 10:39:41,2026-05-10T02:39:41,16.0,836.2,km,pb 31-DF-7790,DRV355,836.2,PB31DF7790,,
TRP007521,MANDI028,WH-Central,30/07/2026 07:13,07-30-2026 10:31 PM,15.3,646.9,km,UP10-CD-6395,,646.9,UP10CD6395,,
TRP005267,MANDI011,WH-Central,04-16-2026 01:01 PM,04-16-2026 03:43 PM,2.7,141.6,km,DL 27 CD 4962,,141.6,DL27CD4962,,
TRP005567,MANDI011,Export-Terminal,09-04-2026 05:05 AM,05/09/2026 01:05,20.0,732.9070945,miles,PB-35-DF-6041,DRV797,1179.49670346263,PB35DF6041,,2026-05-09 01:05:00
TRP004383,MANDI012,WH-West,29-May-2026 04:10:21,30-May-2026 00:40:21,20.5,1062.0,km,HR-63-BC-2416,,1062.0,HR63BC2416,,
TRP000565,MANDI027,WH-South,02-22-2026 12:07 AM,2026-02-22 02:13:01,2.1,60.272987,miles,,DRV117,96.99972889858,,,
TRP001583,MANDI044,WH-South,2026-04-19 02:16:30,2026-04-19 14:22:30,12.1,527.7,km,RJ99-DF-6547,DRV625,527.7,RJ99DF6547,,
TRP004170,MANDI005,WH-Central,05-Aug-2026 09:10:30,,6.0,305.1,km,dl 37-DF-2196,DRV283,305.1,DL37DF2196,,
TRP002176,MANDI031,WH-Central,20-Apr-2026 07:27:36,2026-04-20 15:27:36,8.0,444.2,km,up 41-DF-2434,,444.2,UP41DF2434,,
TRP005327,MANDI017,WH-North,2026-06-05T21:05:59,2026-06-06 17:05:59,20.0,1122.2,km,RJ91-AB-4490,DRV623,1122.2,RJ91AB4490,2026-06-05 21:05:59,
TRP002541,MANDI035,WH-West,06-04-2026 07:56 AM,04-Jun-2026 11:20:33,3.4,153.4,km,,DRV755,153.4,,,
TRP009564,MANDI042,WH-West,04-Jul-2026 05:26:18,05-Jul-2026 02:02:18,20.6,1045.4,km,DL-12-CD-2985,DRV967,1045.4,DL12CD2985,,
TRP004943,MANDI007,WH-Central,09-07-2026 06:47 PM,2026-09-08 04:05:11,9.3,509.5,km,up 81-CD-7137,DRV939,509.5,UP81CD7137,,
TRP002229,MANDI030,WH-East,12/03/2026 22:42,13/03/2026 03:06,,192.8,km,,DRV403,192.8,,,
TRP001116,MANDI036,WH-South,2026-02-08 12:57:56,,11.9,586.1,km,DL25-AB-7916,DRV283,586.1,DL25AB7916,,
TRP008261,MANDI026,Export-Terminal,03-16-2026 10:45 AM,2026-03-17 05:15:57,18.5,939.1,km,rj 61-DF-3352,DRV848,939.1,RJ61DF3352,,
TRP003051,MANDI009,WH-East,2026-03-13 16:09:15,03-14-2026 04:33 AM,12.4,720.1 KM,,,DRV238,,,,
TRP005226,MANDI022,Export-Terminal,2026-03-21 16:30:29,21-Mar-2026 20:42:29,4.2,138.00649909999998,miles,UP-74-AB-5186,DRV612,222.09937926159398,UP74AB5186,,
TRP005518,MANDI043,WH-West,22/08/2026 14:45,2026-08-23 01:27:11,10.7,564.5,km,hr 18-DF-3468,DRV876,564.5,HR18DF3468,,
TRP006787,MANDI024,WH-West,12/04/2026 23:21,2026-04-13 07:51:52,8.5,217.6662613,miles,RJ 61 CD 8503,DRV930,350.299020960542,RJ61CD8503,,
TRP005829,MANDI051,WH-South,28/01/2026 01:31,01-28-2026 09:43 PM,20.2,709.4814077999999,miles,HR-86-CD-7234,DRV584,1141.796808828852,HR86CD7234,,
TRP008133,MANDI008,WH-West,16-Mar-2026 09:27:29,2026-03-16 16:51:29,,367.8,km,rj 32-DF-2905,DRV797,367.8,RJ32DF2905,,
TRP000822,MANDI027,WH-North,08-Sep-2026 14:39:47,09/09/2026,17.6,898.7,km,PB-85-BC-2385,DRV872,898.7,PB85BC2385,,
TRP009703,MANDI011,WH-Central,2026-09-02 22:34:03,,22.9,1330.9,km,RJ-94-AB-9471,DRV806,1330.9,RJ94AB9471,,
TRP002273,MANDI047,WH-East,02/05/2026 10:41,,13.5,740.9,km,up 34-DF-4532,DRV924,740.9,UP34DF4532,,
TRP006052,MANDI008,WH-Central,01-04-2026 07:20 PM,05/01/2026,10.6,268.49440910000004,miles,UP-70-DF-8680,,432.09879234099407,UP70DF8680,,
TRP000082,MANDI017,WH-North,17-Jun-2026 02:22:15,,16.6,884.8,km,UP-98-AB-7877,DRV204,884.8,UP98AB7877,,
TRP001324,MANDI046,WH-South,19/07/2026 17:50,2026-07-19T20:02:46,2.2,79.9083106,miles,PB-51-BC-7189,DRV938,128.599640581004,PB51BC7189,,
TRP005768,MANDI051,WH-West,2026-02-21T20:08:04,22-Feb-2026 18:20:04,,1296.4 KM,,UP-96-AB-9734,,,UP96AB9734,2026-02-21 20:08:04,
TRP008489,MANDI022,WH-Central,17/08/2026 21:31,08-18-2026 01:55 AM,4.4,251.7,km,,DRV333,251.7,,,
TRP001615,MANDI047,WH-East,04/01/2026 07:47,05-Jan-2026 04:53:35,21.1,1041.6,km,UP-48-DF-7709,,1041.6,UP48DF7709,,
TRP002698,MANDI031,WH-South,2026-01-19T06:07:26,01-19-2026 09:07 PM,15.0,777.2,km,up 96-DF-6658,DRV371,777.2,UP96DF6658,2026-01-19 06:07:26,
TRP000832,MANDI015,Export-Terminal,2026-07-10T11:32:24,10/07/2026,8.1,345.5,km,HR-12-AB-4822,DRV478,345.5,HR12AB4822,2026-07-10 11:32:24,
TRP004345,MANDI054,WH-North,02-16-2026 09:49 PM,17-Feb-2026 16:25:40,18.6,567.7466827000001,miles,,DRV424,913.6974463364181,,,
TRP006004,MANDI029,WH-North,2026-01-01 20:37:24,01-02-2026 12:31 AM,3.9,182.4,km,UP11-BC-3604,DRV385,182.4,UP11BC3604,,
TRP002421,MANDI041,WH-East,25/08/2026 05:53,25/08/2026,17.1,750.7 KM,,UP-73-CD-2861,DRV642,,UP73CD2861,,
TRP004871,MANDI026,WH-West,06/05/2026 03:28,2026-05-06 18:34:23,15.1,655.1,km,UP63-CD-3213,DRV362,655.1,UP63CD3213,,
TRP004939,MANDI023,Export-Terminal,2026-01-06 05:49:15,06/01/2026 15:13,9.4,521.8,km,DL-51-AB-9021,DRV354,521.8,DL51AB9021,,2026-06-01 15:13:00
TRP002834,MANDI032,WH-North,23-Feb-2026 02:05:23,23/02/2026 18:11,16.1,958.7,km,pb 46-AB-4389,DRV148,958.7,PB46AB4389,,
TRP006763,MANDI032,WH-South,23-May-2026 13:57:51,2026-05-24 05:39:51,15.7,662.9,km,,,662.9,,,
TRP001650,MANDI021,WH-West,27/04/2026,2026-04-27 18:56:17,11.5,404.3882468,miles,PB-22-CD-5420,,650.798181105112,PB22CD5420,,
TRP008614,MANDI047,WH-Central,12-Jul-2026 13:56:15,,18.4,964.8,km,PB-18-CD-3903,DRV228,964.8,PB18CD3903,,
TRP005857,MANDI051,WH-North,09/06/2026,2026-06-09 21:47:59,4.0,184.5,km,,DRV737,184.5,,,
TRP003188,MANDI055,WH-Central,31/01/2026 04:12,31-Jan-2026 21:54:09,17.7,464.4748225,miles,DL 44 AB 2447,DRV495,747.4979108421501,DL44AB2447,,
TRP007567,MANDI055,WH-North,07-24-2026 06:06 PM,2026-07-25T15:36:08,21.5,882.8,km,DL 89 CD 5627,DRV210,882.8,DL89CD5627,,
TRP007329,MANDI030,WH-North,2026-05-03 08:14:23,2026-05-03 19:32:23,11.3,289.4346118,miles,DL-52-BC-9556,DRV911,465.79869815421205,DL52BC9556,,
TRP007776,MANDI028,WH-West,17/07/2026,,9.1,436.7,km,HR23-CD-1856,DRV635,436.7,HR23CD1856,,
TRP007508,MANDI035,Export-Terminal,2026-04-03 17:04:28,04/04/2026 01:52,8.8,402.7,km,HR59-DF-5250,DRV615,402.7,HR59DF5250,,2026-04-04 01:52:00
TRP004793,MANDI050,WH-West,2026-05-22 04:19:49,05-22-2026 08:13 PM,15.9,781.7,km,UP50-CD-6298,DRV416,781.7,UP50CD6298,,
TRP002690,MANDI004,Export-Terminal,2026-01-09 16:46:06,2026-01-10 00:34:06,7.8,318.4,km,PB-29-BC-8552,DRV385,318.4,PB29BC8552,,
TRP004253,MANDI046,WH-North,2026-04-29 13:25:26,2026-04-30 09:13:26,19.8,725.139957,miles,PB-26-AB-9698,DRV473,1166.9967383983799,PB26AB9698,,
TRP003371,MANDI056,WH-East,21/06/2026,21/06/2026,9.9,461.9,km,,DRV308,461.9,,,
TRP000750,MANDI025,WH-South,2026-07-21 02:52:21,,19.2,1023.9,km,HR 19 BC 9862,DRV523,1023.9,HR19BC9862,,
TRP005763,MANDI043,WH-North,05-03-2026 06:19 PM,04-May-2026 08:55:32,14.6,592.0,km,,DRV336,592.0,,,
TRP002443,MANDI054,WH-West,2026-07-24T21:07:24,25-Jul-2026 17:25:24,20.3,1092.4,km,hr 66-BC-8132,DRV361,1092.4,HR66BC8132,2026-07-24 21:07:24,
TRP009597,MANDI006,WH-West,28/08/2026 06:12,2026-08-29T01:18:50,19.1,562.7135776,miles,RJ70-DF-5232,DRV278,905.597468974784,RJ70DF5232,,
TRP003095,MANDI043,WH-West,2026-04-09 22:43:57,2026-04-10T13:19:57,14.6,589.4,km,pb 98-AB-1395,,589.4,PB98AB1395,,
TRP002759,MANDI032,WH-Central,14/07/2026 03:58,14/07/2026 13:46,9.8,288.6268295,miles,RJ-45-BC-8980,DRV102,464.49870178752997,RJ45BC8980,,
TRP009477,MANDI023,Export-Terminal,09-Jun-2026 06:15:54,2026-06-10 00:39:54,18.4,982.4,km,,DRV118,982.4,,,
TRP003778,MANDI054,WH-North,2026-08-16 07:16:33,2026-08-17 07:16:33,,1123.3,km,UP-94-DF-6031,DRV757,1123.3,UP94DF6031,,
TRP008704,MANDI006,WH-North,22/05/2026 02:12,,7.9,437.2,km,,,437.2,,,
TRP005493,MANDI013,WH-North,2026-03-26 17:31:01,27/03/2026 05:31,12.0,499.7 KM,,,DRV130,,,,
TRP009428,MANDI002,Export-Terminal,2026-07-16 22:56:45,,21.6,1117.7,km,rj 90-BC-6934,DRV125,1117.7,RJ90BC6934,,
TRP004113,MANDI033,WH-North,2026-05-14T11:24:45,,13.7,688.1 KM,,UP-38-DF-2156,DRV761,,UP38DF2156,2026-05-14 11:24:45,
TRP005345,MANDI034,WH-Central,2026-08-28 07:05:28,28-Aug-2026 15:41:28,8.6,366.1 KM,,DL 60 CD 8279,DRV675,,DL60CD8279,,
TRP005139,MANDI014,WH-South,2026-02-21T07:44:23,21/02/2026 18:32,10.8,477.2,km,up 22-BC-5019,DRV234,477.2,UP22BC5019,2026-02-21 07:44:23,
TRP009696,MANDI024,WH-North,2026-06-19 18:30:00,2026-06-20 13:48:00,19.3,790.6,km,PB-21-CD-6553,DRV266,790.6,PB21CD6553,,
TRP009544,MANDI033,WH-Central,2026-02-26 19:44:51,27-Feb-2026 16:20:51,20.6,1056.6,km,DL41-AB-8352,,1056.6,DL41AB8352,,
TRP004861,MANDI028,WH-Central,2026-01-09T09:42:10,10-Jan-2026 01:06:10,15.4,887.9,km,hr 55-CD-6271,DRV208,887.9,HR55CD6271,2026-01-09 09:42:10,
TRP001140,MANDI012,Export-Terminal,06-12-2026 06:02 AM,06-12-2026 04:02 PM,10.0,403.4,km,UP-15-CD-9508,DRV807,403.4,UP15CD9508,,
TRP008241,MANDI056,WH-West,04-15-2026 06:25 AM,2026-04-16 05:01:18,22.6,768.2009673,miles,PB20-AB-5496,DRV472,1236.296544714582,PB20AB5496,,
TRP002232,MANDI030,Export-Terminal,07/03/2026 04:45,07/03/2026 22:21,17.6,777.7,km,DL-78-CD-1194,DRV582,777.7,DL78CD1194,,2026-07-03 22:21:00
TRP002165,MANDI056,WH-South,15-May-2026 15:00:16,2026-05-16 12:18:16,21.3,1024.3,km,HR-13-CD-9257,DRV665,1024.3,HR13CD9257,,
TRP005834,MANDI034,WH-Central,18/03/2026 14:56,19-Mar-2026 06:50:29,15.9,883.6,km,DL-29-BC-7146,DRV797,883.6,DL29BC7146,,
TRP006983,MANDI050,WH-East,2026-02-03 20:29:23,04-Feb-2026 02:47:23,6.3,254.8,km,RJ-46-DF-8020,DRV499,254.8,RJ46DF8020,,
TRP002778,MANDI029,WH-West,04-26-2026 05:39 AM,26/04/2026,,858.3,km,RJ58-CD-1721,DRV469,858.3,RJ58CD1721,,
TRP006342,MANDI027,WH-South,28/01/2026,29-Jan-2026 09:46:50,12.2,578.3,km,RJ28-DF-4221,,578.3,RJ28DF4221,,
TRP002936,MANDI012,WH-East,03/09/2026,2026-09-04T03:51:00,4.1,113.2759333,miles,PB-73-AB-8768,,182.29949049702202,PB73AB8768,,
TRP001571,MANDI053,WH-Central,2026-04-23 01:01:32,2026-04-23 09:25:32,8.4,288.9996521,miles,DL 20 CD 4897,,465.098700110614,DL20CD4897,,
TRP000173,MANDI056,WH-South,23/03/2026 16:25,24/03/2026,22.0,1111.3,km,UP22-BC-3393,DRV665,1111.3,UP22BC3393,,
TRP008192,MANDI017,WH-East,2026-01-05T04:20:46,2026-01-05T14:26:46,10.1,411.5,km,UP77-BC-2293,,411.5,UP77BC2293,2026-01-05 04:20:46,
TRP002088,MANDI041,WH-East,2026-01-30T00:53:32,30-Jan-2026 14:53:32,14.0,582.0,km,UP 61 AB 3908,DRV412,582.0,UP61AB3908,2026-01-30 00:53:32,
TRP003910,MANDI057,WH-East,17/04/2026,2026-04-17 12:38:11,6.2,311.4,km,RJ-22-CD-8712,DRV698,311.4,RJ22CD8712,,
TRP004982,MANDI029,WH-West,22/01/2026,22-Jan-2026 11:40:04,6.1,342.9,km,UP-96-DF-6013,DRV822,342.9,UP96DF6013,,
TRP009197,MANDI055,WH-North,24-Apr-2026 14:45:43,2026-04-25T04:03:43,13.3,725.7,km,HR 48 BC 3335,DRV579,725.7,HR48BC3335,,
TRP006914,MANDI020,WH-North,07-Apr-2026 11:49:34,04-08-2026 09:13 AM,21.4,1220.2,km,RJ-14-CD-9319,DRV153,1220.2,RJ14CD9319,,
TRP005377,MANDI056,WH-West,2026-03-13 19:49:40,2026-03-14T04:19:40,8.5,364.6,km,up 62-CD-9102,DRV972,364.6,UP62CD9102,,
TRP009016,MANDI027,Export-Terminal,2026-08-12 07:18:09,13/08/2026 01:42,,1086.9,km,PB56-BC-7366,,1086.9,PB56BC7366,,
TRP001833,MANDI045,WH-East,2026-03-09 12:40:31,2026-03-10 06:46:31,18.1,891.3,km,hr 90-DF-7737,DRV234,891.3,HR90DF7737,,
TRP005585,MANDI045,WH-Central,2026-01-12T00:51:32,12-Jan-2026 21:09:32,20.3,1112.8,km,rj 65-DF-6277,DRV153,1112.8,RJ65DF6277,2026-01-12 00:51:32,
TRP003881,MANDI052,Export-Terminal,30/08/2026,31-Aug-2026 15:28:19,18.8,467.9545001,miles,,DRV159,753.0978951909341,,,
TRP009301,MANDI038,WH-East,03-30-2026 12:10 PM,2026-03-30 16:34:04,4.4,111.66036869999999,miles,PB 37 CD 1270,,179.699497763658,PB37CD1270,,
TRP008927,MANDI052,WH-South,2026-02-27 18:47:50,2026-02-28 08:59:50,14.2,574.2,km,PB 12 BC 3179,DRV928,574.2,PB12BC3179,,
TRP007622,MANDI057,WH-South,2026-02-28 10:42:19,28/02/2026,4.1,245.3 KM,,DL-70-AB-9151,DRV227,,DL70AB9151,,
TRP002487,MANDI031,Export-Terminal,02-Jan-2026 20:47:47,03-Jan-2026 13:41:47,16.9,1007.0,km,DL-78-BC-8627,DRV196,1007.0,DL78BC8627,,
TRP007436,MANDI024,WH-South,2026-08-23 09:02:32,2026-08-24 02:08:32,17.1,994.9,km,PB 57 CD 7707,DRV589,994.9,PB57CD7707,,
TRP008149,MANDI006,WH-North,05-23-2026 09:53 AM,2026-05-23T17:53:36,8.0,413.1,km,,,413.1,,,
TRP004951,MANDI055,Export-Terminal,06-23-2026 10:29 AM,2026-06-23T22:23:35,11.9,631.6 KM,,PB-72-DF-6858,DRV542,,PB72DF6858,,
TRP004329,MANDI043,WH-West,2026-07-22T11:21:51,2026-07-23T02:33:51,15.2,767.2,km,up 46-DF-9291,,767.2,UP46DF9291,2026-07-22 11:21:51,
TRP006395,MANDI015,WH-North,2026-06-17 11:13:52,2026-06-18T04:43:52,17.5,792.7,km,PB-30-DF-7211,DRV794,792.7,PB30DF7211,,
TRP004895,MANDI029,WH-Central,18-May-2026 11:05:58,05-19-2026 09:29 AM,22.4,1124.8,km,DL 92 DF 4833,DRV224,1124.8,DL92DF4833,,
TRP004068,MANDI030,WH-Central,01-15-2026 10:56 AM,15/01/2026,13.0,743.5,km,HR-68-BC-3700,,743.5,HR68BC3700,,
TRP000066,MANDI042,WH-East,2026-08-12 11:54:37,12/08/2026,3.0,140.0,km,,DRV609,140.0,,,
TRP009548,MANDI020,WH-South,03/07/2026,,10.2,440.0,km,UP12-AB-7862,DRV511,440.0,UP12AB7862,,
TRP002025,MANDI018,WH-South,30/08/2026,2026-08-30T11:50:27,4.3,175.9,km,up 41-AB-9713,DRV590,175.9,UP41AB9713,,
TRP009382,MANDI031,WH-East,09/08/2026 22:56,2026-08-10T05:20:41,6.4,320.6 KM,,PB 77 BC 8150,,,PB77BC8150,,
TRP000355,MANDI035,Export-Terminal,22/05/2026,23-May-2026 13:08:05,,752.2,km,RJ93-CD-8708,,752.2,RJ93CD8708,,
TRP004374,MANDI021,Export-Terminal,2026-07-08 12:19:19,2026-07-08 16:49:19,,119.1789578,miles,PB71-DF-2386,DRV539,191.799463945852,PB71DF2386,,
TRP006946,MANDI016,WH-West,22/04/2026 16:18,23/04/2026 12:24,20.1,623.1108388,miles,HR-36-DF-2615,DRV114,1002.7971973143921,HR36DF2615,,
TRP003316,MANDI031,Export-Terminal,12-Jan-2026 01:19:23,2026-01-12 10:49:23,,277.4421515,miles,,,446.49875209501005,,,
