sensor_id,timestamp,temperature,temp_unit,rainfall,rain_unit,humidity_percent,timestamp_clean,timestamp_ist,date_clean,temp_celsius,rain_mm
SEN014,2026-02-18 17:48:00 IST,15.2,C,,,34.0,,2026-02-18 17:48:00,2026-02-18,15.2,
SEN032,2026-02-10 15:59:14 IST,19.8,°C,49.6,millimeters,79.0,,2026-02-10 15:59:14,2026-02-10,19.8,49.6
SEN039,2026-03-19 04:35:41 IST,21.6°C,,1.17,inches,30.0,,2026-03-19 04:35:41,2026-03-19,21.6°C,29.717999999999996
SEN012,2026-07-21 07:09:26 IST,91,F,1.52,inches,84.0,,2026-07-21 07:09:26,2026-07-21,32.77777777777778,38.608
UNKNOWN,2026-08-10 09:07:06 UTC,64.9,Fahrenheit,22.0,MM,,,2026-08-10 14:37:06,2026-08-10,18.277777777777782,22.0
SEN007,2026-04-16 12:22:54 IST,25.9,°C,13.8,MM,48.0,,2026-04-16 12:22:54,2026-04-16,25.9,13.8
SEN001,2026-06-01 11:19:42 IST,39.9,C,13.5,mm,58.0,,2026-06-01 11:19:42,2026-06-01,39.9,13.5
SEN014,2026-06-07 22:47:53 UTC,16.4,°C,-45.6,mm,84.0,,2026-06-08 04:17:53,2026-06-08,16.4,-45.6
SEN042,22-Jun-2026 13:24:59,66,°F,,,67.0,,2026-06-22 13:24:59,2026-06-22,18.88888888888889,
SEN032,2026-02-25 21:09:55 IST,31.2°C,,9.3,mm,47.0,,2026-02-25 21:09:55,2026-02-25,31.2°C,9.3
SEN015,2026-08-06 03:40:06 UTC,23,C,24.1,mm,70.0,,2026-08-06 09:10:06,2026-08-06,23,24.1
SEN021,2026-01-17 06:39:25 IST,102.9,f,1.89,inch,41.0,,2026-01-17 06:39:25,2026-01-17,39.388888888888886,48.00599999999999
SEN032,2026-08-09 07:22:59 UTC,36.5°C,,1.55,in,50.0,,2026-08-09 12:52:59,2026-08-09,36.5°C,39.37
SEN024,19/07/2026,19.1°C,,7.8,mm,69.0,2026-07-19,2026-07-19 00:00:00,2026-07-19,19.1°C,7.8
SEN038,2026-08-02 06:21:40 IST,32.9°C,,9.9,MM,63.0,,2026-08-02 06:21:40,2026-08-02,32.9°C,9.9
SEN040,2026-01-15 01:07:48 UTC,35.6,c,0.49,inch,42.0,,2026-01-15 06:37:48,2026-01-15,35.6,12.446
SEN019,2026-05-23 17:25:24,61.3,Fahrenheit,1.76,inch,64.0,,2026-05-23 17:25:24,2026-05-23,16.27777777777778,44.704
SEN047,2026-03-09T06:44:34,31.9,C,0.58,inch,39.0,,2026-03-09 06:44:34,2026-03-09,31.9,14.731999999999998
SEN046,2026-07-20 20:22:20 IST,16,c,0.26,in,32.0,,2026-07-20 20:22:20,2026-07-20,16,6.604
SEN001,2026-03-23 20:19:32 IST,17.4°C,,-23.7,mm,92.0,,2026-03-23 20:19:32,2026-03-23,17.4°C,-23.7
SEN020,2026-02-02 18:11:07 IST,93,Fahrenheit,1.46,inch,94.0,,2026-02-02 18:11:07,2026-02-02,33.888888888888886,37.083999999999996
SEN027,2026-04-11 13:31:30 UTC,35.5,C,23.6,millimeters,68.0,,2026-04-11 19:01:30,2026-04-11,35.5,23.6
SEN034,2026-03-17 11:02:17 IST,102,f,1.32,inches,55.0,,2026-03-17 11:02:17,2026-03-17,38.888888888888886,33.528
SEN004,2026-04-03 15:52:44 IST,23.8,C,46.0,millimeters,58.0,,2026-04-03 15:52:44,2026-04-03,23.8,46.0
SEN020,2026-03-30 21:48:59 UTC,36.8,c,20.6,mm,37.0,,2026-03-31 03:18:59,2026-03-31,36.8,20.6
SEN017,2026-05-07 07:11:20 IST,19,°C,0.4,in,81.0,,2026-05-07 07:11:20,2026-05-07,19,10.16
SEN016,2026-03-02 05:37:38 IST,61.9,Fahrenheit,0.2,inches,81.0,,2026-03-02 05:37:38,2026-03-02,16.61111111111111,5.08
SEN004,2026-07-01 15:41:57 IST,29.6,°C,44.7,mm,88.0,,2026-07-01 15:41:57,2026-07-01,29.6,44.7
SEN023,2026-02-20T00:03:53,90.3,f,7.3,mm,53.0,,2026-02-20 00:03:53,2026-02-20,32.388888888888886,7.3
SEN045,2026-06-07 19:30:58 UTC,35.8,c,11.4,millimeters,,,2026-06-08 01:00:58,2026-06-08,35.8,11.4
SEN040,2026-07-04 21:07:17 UTC,93.2,°F,44.4,mm,,,2026-07-05 02:37:17,2026-07-05,34.0,44.4
SEN029,2026-01-09 19:42:13 IST,33.2,Celsius,0.19,inches,49.0,,2026-01-09 19:42:13,2026-01-09,33.2,4.826
SEN036,2026-07-23 05:58:51 UTC,36.5,°C,35.0,millimeters,95.0,,2026-07-23 11:28:51,2026-07-23,36.5,35.0
SEN018,2026-03-21 01:45:04 IST,35.6,C,0.7,mm,89.0,,2026-03-21 01:45:04,2026-03-21,35.6,0.7
SEN019,2026-09-01 18:20:55,21.7°C,,35.0,millimeters,53.0,,2026-09-01 18:20:55,2026-09-01,21.7°C,35.0
SEN049,2026-09-08 12:17:39,19.4°C,,32.5,MM,30.0,,2026-09-08 12:17:39,2026-09-08,19.4°C,32.5
SEN042,2026-09-03 06:47:44 UTC,35.1,C,1.44,inch,69.0,,2026-09-03 12:17:44,2026-09-03,35.1,36.57599999999999
UNKNOWN,2026-02-14 10:37:58 UTC,59.7,°F,-35.6,mm,,,2026-02-14 16:07:58,2026-02-14,15.38888888888889,-35.6
SEN008,2026-01-13 07:43:48 UTC,24.6°C,,13.5,mm,55.0,,2026-01-13 13:13:48,2026-01-13,24.6°C,13.5
SEN024,2026-04-12 23:51:35 UTC,39.2,°C,45.6,millimeters,74.0,,2026-04-13 05:21:35,2026-04-13,39.2,45.6
SEN040,2026-08-08 10:38:39 UTC,36.8,C,2.3,millimeters,61.0,,2026-08-08 16:08:39,2026-08-08,36.8,2.3
SEN013,2026-06-30 14:05:18 UTC,18.3°C,,14.0,mm,92.0,,2026-06-30 19:35:18,2026-06-30,18.3°C,14.0
SEN008,2026-04-30 03:40:14 IST,35.9,Celsius,22.7,millimeters,94.0,,2026-04-30 03:40:14,2026-04-30,35.9,22.7
SEN005,2026-06-16 08:57:53 IST,72.3,Fahrenheit,41.0,mm,45.0,,2026-06-16 08:57:53,2026-06-16,22.38888888888889,41.0
SEN018,2026-08-04 01:28:37 IST,81,°F,18.3,mm,40.0,,2026-08-04 01:28:37,2026-08-04,27.22222222222222,18.3
SEN030,18/03/2026,34.2°C,,18.5,MM,,2026-03-18,2026-03-18 00:00:00,2026-03-18,34.2°C,18.5
SEN026,2026-03-13 10:49:31 UTC,21.4°C,,33.9,MM,75.0,,2026-03-13 16:19:31,2026-03-13,21.4°C,33.9
SEN025,2026-07-22 15:48:39 IST,30.9,C,19.4,millimeters,90.0,,2026-07-22 15:48:39,2026-07-22,30.9,19.4
SEN046,2026-05-27 11:18:10 UTC,23.2°C,,-48.4,mm,68.0,,2026-05-27 16:48:10,2026-05-27,23.2°C,-48.4
SEN048,2026-03-24 17:32:36,30.9,Celsius,14.2,mm,58.0,,2026-03-24 17:32:36,2026-03-24,30.9,14.2
SEN041,2026-01-15 15:42:38 IST,24.7,Celsius,4.5,mm,94.0,,2026-01-15 15:42:38,2026-01-15,24.7,4.5
SEN022,2026-07-06 07:16:26,21.1,C,21.3,MM,83.0,,2026-07-06 07:16:26,2026-07-06,21.1,21.3
SEN032,27/05/2026 09:53,25.6°C,,0.11,in,82.0,,2026-05-27 09:53:00,2026-05-27,25.6°C,2.794
SEN006,2026-01-31 18:18:06 UTC,84.6,°F,7.8,MM,62.0,,2026-01-31 23:48:06,2026-01-31,29.22222222222222,7.8
SEN026,2026-01-30 14:36:57 UTC,67.1,Fahrenheit,33.4,MM,75.0,,2026-01-30 20:06:57,2026-01-30,19.499999999999996,33.4
SEN016,2026-05-08 09:58:44 IST,79.2,F,0.3,inches,74.0,,2026-05-08 09:58:44,2026-05-08,26.22222222222222,7.619999999999999
SEN021,2026-03-06 23:16:57 UTC,26.0°C,,48.8,millimeters,39.0,,2026-03-07 04:46:57,2026-03-07,26.0°C,48.8
SEN012,2026-08-18 08:09:54,99.3,Fahrenheit,47.2,MM,51.0,,2026-08-18 08:09:54,2026-08-18,37.388888888888886,47.2
SEN039,2026-04-07 10:30:51 IST,35.5,Celsius,1.5,mm,66.0,,2026-04-07 10:30:51,2026-04-07,35.5,1.5
SEN005,2026-02-02 07:24:42 UTC,92.5,Fahrenheit,1.8,inch,63.0,,2026-02-02 12:54:42,2026-02-02,33.611111111111114,45.72
SEN013,2026-04-20T01:15:34,17.9,c,-4.3,mm,70.0,,2026-04-20 01:15:34,2026-04-20,17.9,-4.3
SEN015,2026-03-22 11:16:19 UTC,29.4°C,,0.12,in,63.0,,2026-03-22 16:46:19,2026-03-22,29.4°C,3.0479999999999996
SEN026,2026-01-20 06:37:40 UTC,90.3,Fahrenheit,48.3,millimeters,31.0,,2026-01-20 12:07:40,2026-01-20,32.388888888888886,48.3
SEN035,2026-01-02 17:23:30 IST,69.6,f,1.7,inch,53.0,,2026-01-02 17:23:30,2026-01-02,20.888888888888886,43.18
SEN030,2026-09-02 03:26:07 UTC,26.6,C,44.4,mm,58.0,,2026-09-02 08:56:07,2026-09-02,26.6,44.4
SEN044,2026-05-07 16:45:05 IST,79.5,Fahrenheit,42.8,mm,50.0,,2026-05-07 16:45:05,2026-05-07,26.38888888888889,42.8
SEN020,2026-04-30 04:00:49 IST,81.3,Fahrenheit,38.1,MM,,,2026-04-30 04:00:49,2026-04-30,27.38888888888889,38.1
SEN035,2026-08-22 10:42:26 UTC,64.2,f,-11.1,mm,51.0,,2026-08-22 16:12:26,2026-08-22,17.88888888888889,-11.1
SEN006,2026-03-13T10:54:20,29.5,Celsius,-41.5,mm,67.0,,2026-03-13 10:54:20,2026-03-13,29.5,-41.5
SEN017,2026-02-17 10:24:34 UTC,95.5,Fahrenheit,28.4,mm,31.0,,2026-02-17 15:54:34,2026-02-17,35.27777777777778,28.4
SEN016,2026-01-28 00:57:43 IST,28.1,c,1.06,inches,75.0,,2026-01-28 00:57:43,2026-01-28,28.1,26.924
SEN008,2026-06-08 01:16:00 IST,20.9,Celsius,16.6,millimeters,50.0,,2026-06-08 01:16:00,2026-06-08,20.9,16.6
SEN015,2026-09-06 21:46:28,26,Celsius,1.97,in,52.0,,2026-09-06 21:46:28,2026-09-06,26,50.038
SEN043,07/05/2026 02:44,73.4,f,0.37,inches,65.0,,2026-07-05 02:44:00,2026-07-05,23.000000000000004,9.398
SEN002,2026-07-22 05:01:29 IST,99.5,F,35.9,MM,,,2026-07-22 05:01:29,2026-07-22,37.5,35.9
SEN040,2026-07-14 04:23:44 IST,18.7°C,,1.63,in,82.0,,2026-07-14 04:23:44,2026-07-14,18.7°C,41.401999999999994
SEN012,2026-09-04 08:04:23 UTC,15.6,c,49.2,mm,,,2026-09-04 13:34:23,2026-09-04,15.6,49.2
SEN008,2026-03-15 15:47:47 IST,59.9,°F,0.57,inches,83.0,,2026-03-15 15:47:47,2026-03-15,15.5,14.477999999999998
SEN048,2026-01-12 17:09:50 IST,69.1,f,49.6,mm,40.0,,2026-01-12 17:09:50,2026-01-12,20.611111111111107,49.6
SEN029,2026-03-25 19:49:20 IST,75.9,°F,0.7,in,93.0,,2026-03-25 19:49:20,2026-03-25,24.388888888888893,17.779999999999998
SEN017,2026-02-20 09:47:27 IST,24.9,°C,1.08,inch,,,2026-02-20 09:47:27,2026-02-20,24.9,27.432
SEN027,2026-09-03 19:13:35 UTC,23.2,°C,0.46,inches,43.0,,2026-09-04 00:43:35,2026-09-04,23.2,11.684
SEN025,15-Aug-2026 00:06:10,93.4,Fahrenheit,1.95,inch,35.0,,2026-08-15 00:06:10,2026-08-15,34.111111111111114,49.529999999999994
SEN019,2026-09-04 17:06:38 IST,25.5,°C,0.67,in,65.0,,2026-09-04 17:06:38,2026-09-04,25.5,17.018
SEN048,2026-05-16 12:38:53 UTC,93,F,36.1,millimeters,67.0,,2026-05-16 18:08:53,2026-05-16,33.888888888888886,36.1
SEN038,2026-07-05 06:50:44 IST,76.1,Fahrenheit,0.72,inch,73.0,,2026-07-05 06:50:44,2026-07-05,24.499999999999996,18.287999999999997
SEN033,2026-04-28 00:02:23 UTC,61,Fahrenheit,0.3,millimeters,,,2026-04-28 05:32:23,2026-04-28,16.11111111111111,0.3
SEN006,2026-06-18 00:26:58 UTC,88,°F,,,59.0,,2026-06-18 05:56:58,2026-06-18,31.11111111111111,
SEN010,16/06/2026 09:33,69.3,°F,1.21,in,42.0,,2026-06-16 09:33:00,2026-06-16,20.72222222222222,30.733999999999998
SEN032,2026-07-03 03:28:25 UTC,65.3,°F,15.7,MM,52.0,,2026-07-03 08:58:25,2026-07-03,18.5,15.7
SEN023,2026-07-04 22:39:00 UTC,79.2,f,14.8,millimeters,,,2026-07-05 04:09:00,2026-07-05,26.22222222222222,14.8
SEN014,2026-01-06 09:23:13 UTC,62.6,f,46.4,mm,86.0,,2026-01-06 14:53:13,2026-01-06,17.0,46.4
SEN046,18/03/2026 12:54,16.7,c,46.6,mm,37.0,,2026-03-18 12:54:00,2026-03-18,16.7,46.6
SEN004,06-Apr-2026 12:33:09,19.8°C,,33.6,millimeters,63.0,,2026-04-06 12:33:09,2026-04-06,19.8°C,33.6
SEN042,08-May-2026 12:37:41,101.5,F,0.75,inches,71.0,,2026-05-08 12:37:41,2026-05-08,38.611111111111114,19.049999999999997
SEN005,2026-07-17 16:38:17 IST,27.5,Celsius,16.9,millimeters,51.0,,2026-07-17 16:38:17,2026-07-17,27.5,16.9
SEN007,2026-04-02 04:25:29 UTC,21.1,°C,1.46,inches,44.0,,2026-04-02 09:55:29,2026-04-02,21.1,37.083999999999996
SEN011,2026-07-31 11:43:41 IST,32,c,1.56,in,62.0,,2026-07-31 11:43:41,2026-07-31,32,39.624
SEN049,2026-08-13 16:00:00,26.6,°C,1.44,inches,76.0,,2026-08-13 16:00:00,2026-08-13,26.6,36.57599999999999
SEN047,2026-06-11 09:00:54 UTC,30.8,Celsius,0.02,in,58.0,,2026-06-11 14:30:54,2026-06-11,30.8,0.508
UNKNOWN,2026-07-18 13:53:32 IST,36.2,°C,0.12,inches,95.0,,2026-07-18 13:53:32,2026-07-18,36.2,3.0479999999999996
SEN015,2026-04-07 23:13:39 IST,81.1,°F,45.8,mm,67.0,,2026-04-07 23:13:39,2026-04-07,27.277777777777775,45.8
SEN040,19/04/2026,80.4,f,25.9,MM,54.0,2026-04-19,2026-04-19 00:00:00,2026-04-19,26.888888888888893,25.9
SEN020,2026-01-10 19:58:40 UTC,87.1,°F,-5.9,mm,51.0,,2026-01-11 01:28:40,2026-01-11,30.61111111111111,-5.9
SEN019,2026-08-09 22:30:06 UTC,93,F,13.5,millimeters,62.0,,2026-08-10 04:00:06,2026-08-10,33.888888888888886,13.5
SEN044,2026-09-07 12:31:52 UTC,91.8,f,31.1,MM,38.0,,2026-09-07 18:01:52,2026-09-07,33.22222222222222,31.1
SEN049,2026-09-08 12:29:01 IST,28.4,Celsius,-5.1,mm,66.0,,2026-09-08 12:29:01,2026-09-08,28.4,-5.1
SEN026,2026-03-09 04:34:33 IST,103.5,f,1.61,inch,31.0,,2026-03-09 04:34:33,2026-03-09,39.72222222222222,40.894
SEN001,03/07/2026,19.3,c,24.7,millimeters,77.0,2026-07-03,2026-03-07 00:00:00,2026-03-07,19.3,24.7
SEN018,2026-06-14 11:19:42 IST,22,°C,1.02,in,68.0,,2026-06-14 11:19:42,2026-06-14,22,25.907999999999998
SEN032,2026-08-05 04:53:27 IST,63.9,°F,35.0,millimeters,90.0,,2026-08-05 04:53:27,2026-08-05,17.72222222222222,35.0
UNKNOWN,2026-06-12 17:39:24 UTC,97.5,Fahrenheit,1.52,inches,57.0,,2026-06-12 23:09:24,2026-06-12,36.388888888888886,38.608
SEN001,2026-01-24 00:26:28 UTC,34.6,°C,0.06,inches,,,2026-01-24 05:56:28,2026-01-24,34.6,1.5239999999999998
SEN033,2026-01-17 23:10:06 IST,18.2,Celsius,16.7,MM,86.0,,2026-01-17 23:10:06,2026-01-17,18.2,16.7
SEN027,2026-04-20 09:57:04 UTC,66.9,F,34.7,MM,95.0,,2026-04-20 15:27:04,2026-04-20,19.388888888888893,34.7
SEN025,2026-07-12 18:35:40 IST,36.5,c,45.7,MM,51.0,,2026-07-12 18:35:40,2026-07-12,36.5,45.7
SEN035,2026-02-21 17:34:31 UTC,22.6,c,23.0,millimeters,,,2026-02-21 23:04:31,2026-02-21,22.6,23.0
UNKNOWN,2026-03-03 07:40:35 UTC,15.5°C,,0.32,in,63.0,,2026-03-03 13:10:35,2026-03-03,15.5°C,8.128
SEN039,2026-03-05 03:17:59 UTC,24.2,°C,,,87.0,,2026-03-05 08:47:59,2026-03-05,24.2,
SEN029,2026-01-15 20:45:22 IST,21.8,°C,38.9,mm,74.0,,2026-01-15 20:45:22,2026-01-15,21.8,38.9
SEN016,2026-05-25 15:46:42 IST,32.5,c,-35.7,mm,66.0,,2026-05-25 15:46:42,2026-05-25,32.5,-35.7
SEN008,2026-04-02 09:35:14 UTC,28.8°C,,0.65,inches,55.0,,2026-04-02 15:05:14,2026-04-02,28.8°C,16.509999999999998
SEN048,2026-01-17 17:09:16 IST,24.4,Celsius,-44.0,mm,57.0,,2026-01-17 17:09:16,2026-01-17,24.4,-44.0
SEN044,2026-07-26T19:43:28,61.9,Fahrenheit,1.26,in,40.0,,2026-07-26 19:43:28,2026-07-26,16.61111111111111,32.004
SEN022,2026-06-08 11:09:21 IST,24.9,Celsius,7.6,MM,61.0,,2026-06-08 11:09:21,2026-06-08,24.9,7.6
SEN039,05/09/2026 11:20,24.3°C,,10.8,MM,58.0,,2026-05-09 11:20:00,2026-05-09,24.3°C,10.8
SEN022,2026-03-28 14:17:21 UTC,88.3,°F,1.48,in,,,2026-03-28 19:47:21,2026-03-28,31.27777777777778,37.592
SEN009,2026-02-09 21:28:27 UTC,17.9,°C,0.41,in,87.0,,2026-02-10 02:58:27,2026-02-10,17.9,10.413999999999998
SEN030,2026-05-25 18:42:30 IST,35.9°C,,-49.4,mm,81.0,,2026-05-25 18:42:30,2026-05-25,35.9°C,-49.4
SEN042,2026-04-12 16:26:02 UTC,25.2,c,5.5,MM,82.0,,2026-04-12 21:56:02,2026-04-12,25.2,5.5
SEN031,2026-04-14 06:10:01 IST,15.9,Celsius,5.0,millimeters,77.0,,2026-04-14 06:10:01,2026-04-14,15.9,5.0
SEN025,2026-08-25 08:07:45 UTC,102,Fahrenheit,3.8,MM,37.0,,2026-08-25 13:37:45,2026-08-25,38.888888888888886,3.8
SEN036,2026-01-26 11:52:57 IST,23.3,Celsius,1.22,inches,87.0,,2026-01-26 11:52:57,2026-01-26,23.3,30.987999999999996
SEN011,2026-05-14 16:44:46 UTC,78.6,Fahrenheit,7.0,MM,73.0,,2026-05-14 22:14:46,2026-05-14,25.888888888888886,7.0
SEN007,2026-05-17 00:48:44 UTC,88.3,°F,48.9,mm,64.0,,2026-05-17 06:18:44,2026-05-17,31.27777777777778,48.9
SEN044,20-Jun-2026 23:44:41,101.5,F,18.9,MM,93.0,,2026-06-20 23:44:41,2026-06-20,38.611111111111114,18.9
SEN029,2026-08-29 14:13:37,18.2,°C,1.93,inch,54.0,,2026-08-29 14:13:37,2026-08-29,18.2,49.022
SEN034,2026-02-27 20:19:28 UTC,28.7,c,15.5,mm,57.0,,2026-02-28 01:49:28,2026-02-28,28.7,15.5
SEN039,2026-02-20 13:39:36 UTC,77.2,Fahrenheit,0.04,inch,,,2026-02-20 19:09:36,2026-02-20,25.11111111111111,1.016
SEN044,2026-07-15 09:25:06 IST,86.9,F,41.0,mm,,,2026-07-15 09:25:06,2026-07-15,30.5,41.0
SEN012,25/02/2026 12:08,29.7,C,-48.2,mm,78.0,,2026-02-25 12:08:00,2026-02-25,29.7,-48.2
SEN031,06-03-2026 11:28 PM,65.3,°F,0.25,inch,81.0,,2026-06-03 23:28:00,2026-06-03,18.5,6.35
SEN042,2026-04-24 12:03:54 UTC,33.6,Celsius,41.0,MM,,,2026-04-24 17:33:54,2026-04-24,33.6,41.0
SEN030,2026-03-05 07:13:02 UTC,79,Fahrenheit,17.8,mm,92.0,,2026-03-05 12:43:02,2026-03-05,26.11111111111111,17.8
SEN029,2026-05-15 18:14:09 UTC,18.4°C,,23.2,MM,52.0,,2026-05-15 23:44:09,2026-05-15,18.4°C,23.2
SEN028,2026-03-11 05:36:29 IST,21.8°C,,49.7,millimeters,67.0,,2026-03-11 05:36:29,2026-03-11,21.8°C,49.7
SEN019,2026-01-29 21:13:14 IST,73,Fahrenheit,10.7,millimeters,,,2026-01-29 21:13:14,2026-01-29,22.77777777777778,10.7
SEN002,2026-07-18 09:31:48,37.7°C,,38.6,millimeters,56.0,,2026-07-18 09:31:48,2026-07-18,37.7°C,38.6
SEN027,2026-01-04 00:11:32 UTC,64.4,°F,49.3,millimeters,,,2026-01-04 05:41:32,2026-01-04,18.000000000000004,49.3
SEN025,2026-01-20 01:51:33 UTC,67.8,°F,19.4,MM,73.0,,2026-01-20 07:21:33,2026-01-20,19.88888888888889,19.4
SEN032,2026-02-27 00:25:00 UTC,37.7°C,,-2.1,mm,50.0,,2026-02-27 05:55:00,2026-02-27,37.7°C,-2.1
SEN002,2026-08-16 19:40:44 UTC,72.5,f,-42.3,mm,,,2026-08-17 01:10:44,2026-08-17,22.5,-42.3
SEN006,2026-09-07 12:49:47,63,°F,-6.8,mm,86.0,,2026-09-07 12:49:47,2026-09-07,17.22222222222222,-6.8
SEN001,2026-04-07 02:32:57 UTC,64.2,f,1.78,in,60.0,,2026-04-07 08:02:57,2026-04-07,17.88888888888889,45.211999999999996
SEN041,2026-01-29 10:22:26 UTC,87.1,°F,1.23,inches,42.0,,2026-01-29 15:52:26,2026-01-29,30.61111111111111,31.241999999999997
SEN047,2026-06-10 15:01:26 UTC,18.1,c,,,49.0,,2026-06-10 20:31:26,2026-06-10,18.1,
SEN005,2026-06-29 16:03:21 IST,27,C,,,,,2026-06-29 16:03:21,2026-06-29,27,
SEN038,2026-05-22 19:52:27 UTC,26.7,c,1.39,in,43.0,,2026-05-23 01:22:27,2026-05-23,26.7,35.306
SEN009,2026-04-20 00:39:54 UTC,16.1,C,0.78,inches,84.0,,2026-04-20 06:09:54,2026-04-20,16.1,19.812
SEN048,2026-01-07 14:35:10 UTC,32.6°C,,23.6,millimeters,66.0,,2026-01-07 20:05:10,2026-01-07,32.6°C,23.6
SEN020,2026-01-22 09:21:56 IST,83.8,°F,21.2,mm,34.0,,2026-01-22 09:21:56,2026-01-22,28.77777777777778,21.2
SEN003,2026-01-01 07:49:23 IST,93.4,F,1.57,inches,65.0,,2026-01-01 07:49:23,2026-01-01,34.111111111111114,39.878
SEN043,05/08/2026 02:41,38.5,C,33.3,MM,62.0,,2026-05-08 02:41:00,2026-05-08,38.5,33.3
SEN019,2026-07-09 12:32:56 IST,97.9,F,1.7,in,81.0,,2026-07-09 12:32:56,2026-07-09,36.611111111111114,43.18
SEN007,2026-08-31 09:00:07 IST,16.6,Celsius,1.6,inch,44.0,,2026-08-31 09:00:07,2026-08-31,16.6,40.64
SEN031,2026-03-17 21:49:19 UTC,29.7,Celsius,13.9,MM,,,2026-03-18 03:19:19,2026-03-18,29.7,13.9
SEN010,2026-01-06 05:36:36 IST,32.5,c,,,64.0,,2026-01-06 05:36:36,2026-01-06,32.5,
SEN046,2026-05-07T11:06:21,28.3,c,24.8,millimeters,91.0,,2026-05-07 11:06:21,2026-05-07,28.3,24.8
SEN020,2026-01-21 14:18:06 UTC,60.3,F,,,,,2026-01-21 19:48:06,2026-01-21,15.722222222222221,
SEN046,2026-05-04 23:25:38 UTC,16.8,C,35.0,millimeters,89.0,,2026-05-05 04:55:38,2026-05-05,16.8,35.0
SEN007,10/01/2026,25.8,°C,7.2,MM,50.0,2026-01-10,2026-10-01 00:00:00,2026-10-01,25.8,7.2
SEN026,2026-03-14 01:30:45 UTC,24.9,Celsius,46.4,mm,38.0,,2026-03-14 07:00:45,2026-03-14,24.9,46.4
SEN040,2026-01-10 02:13:33 IST,95.2,f,39.3,millimeters,41.0,,2026-01-10 02:13:33,2026-01-10,35.111111111111114,39.3
SEN031,2026-03-16 14:58:44 IST,63.1,Fahrenheit,-44.6,mm,,,2026-03-16 14:58:44,2026-03-16,17.27777777777778,-44.6
SEN048,2026-05-26 09:24:29 UTC,22.3,°C,-40.3,mm,,,2026-05-26 14:54:29,2026-05-26,22.3,-40.3
SEN003,2026-04-13 19:08:30 UTC,75.7,°F,12.2,MM,78.0,,2026-04-14 00:38:30,2026-04-14,24.27777777777778,12.2
SEN028,2026-08-23 10:58:16 UTC,35.1,Celsius,1.75,in,48.0,,2026-08-23 16:28:16,2026-08-23,35.1,44.449999999999996
SEN030,2026-03-14 07:09:36 UTC,36.8,C,1.29,inch,,,2026-03-14 12:39:36,2026-03-14,36.8,32.766
SEN048,2026-06-24 02:41:25 UTC,26.4,Celsius,49.8,MM,73.0,,2026-06-24 08:11:25,2026-06-24,26.4,49.8
SEN040,2026-05-12T12:03:19,36.6°C,,36.9,mm,41.0,,2026-05-12 12:03:19,2026-05-12,36.6°C,36.9
SEN020,2026-05-15 07:50:27 IST,37.1,Celsius,25.1,millimeters,57.0,,2026-05-15 07:50:27,2026-05-15,37.1,25.1
SEN003,2026-02-07 18:12:46 UTC,22,c,34.3,MM,77.0,,2026-02-07 23:42:46,2026-02-07,22,34.3
SEN034,2026-04-07 02:06:46 IST,74.8,Fahrenheit,15.3,mm,64.0,,2026-04-07 02:06:46,2026-04-07,23.77777777777778,15.3
SEN011,2026-05-04 02:53:15 UTC,76.3,F,37.8,MM,95.0,,2026-05-04 08:23:15,2026-05-04,24.61111111111111,37.8
SEN019,2026-02-17 20:50:13 IST,27.4°C,,4.2,MM,40.0,,2026-02-17 20:50:13,2026-02-17,27.4°C,4.2
SEN037,2026-03-26 08:22:37 UTC,67.6,F,48.7,mm,57.0,,2026-03-26 13:52:37,2026-03-26,19.777777777777775,48.7
SEN049,2026-08-30 19:16:42 UTC,65.1,Fahrenheit,12.3,mm,86.0,,2026-08-31 00:46:42,2026-08-31,18.388888888888886,12.3
SEN022,2026-06-29 17:02:17 IST,66.2,Fahrenheit,,,43.0,,2026-06-29 17:02:17,2026-06-29,19.0,
SEN019,2026-04-21 04:49:00 UTC,69.4,°F,8.8,millimeters,74.0,,2026-04-21 10:19:00,2026-04-21,20.777777777777782,8.8
SEN049,2026-02-13 10:55:17 UTC,82.9,Fahrenheit,1.91,inches,61.0,,2026-02-13 16:25:17,2026-02-13,28.277777777777782,48.513999999999996
SEN036,06/04/2026 01:10,30.1,°C,25.8,millimeters,48.0,,2026-06-04 01:10:00,2026-06-04,30.1,25.8
SEN004,2026-03-02 15:57:41 IST,100.2,f,48.2,millimeters,60.0,,2026-03-02 15:57:41,2026-03-02,37.888888888888886,48.2
SEN048,2026-03-31 17:14:24 UTC,85.6,f,0.0,in,62.0,,2026-03-31 22:44:24,2026-03-31,29.77777777777778,0.0
SEN018,2026-08-15 19:21:45 IST,26.5,C,46.6,millimeters,37.0,,2026-08-15 19:21:45,2026-08-15,26.5,46.6
SEN005,2026-08-02 13:03:58 IST,18.4,°C,44.5,MM,61.0,,2026-08-02 13:03:58,2026-08-02,18.4,44.5
SEN011,2026-07-24 03:45:19 UTC,79,F,49.1,mm,,,2026-07-24 09:15:19,2026-07-24,26.11111111111111,49.1
SEN005,2026-05-04 18:41:41 UTC,63.5,°F,,,,,2026-05-05 00:11:41,2026-05-05,17.5,
SEN037,2026-07-13 22:37:43 IST,39.4°C,,33.2,mm,,,2026-07-13 22:37:43,2026-07-13,39.4°C,33.2
