arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count,crop_name_clean,date_clean,quantity_quintals
ARR0024262,2026-03-28,MANDI012,Rice,,57.36,quintal,139.0,Rice,2026-03-28,57.36
ARR0022233,01/05/2026,MANDI020,cotton,PBW-343,479.45,Quintals,128.0,Cotton,2026-05-01,479.45
ARR0019988,2026/07/08,MANDI056,Narma,Pusa-1121,35.428,T,62.0,Cotton,2026-08-07,354.28
ARR0001570,19-Jul-2026,MANDI013,चावल,Pusa-1121,36397.0,KG,63.0,Rice,2026-07-19,363.97
ARR0013650,18/02/2026,MANDI033,Wheat,PBW-343,234.75,Qtl,96.0,Wheat,2026-02-18,234.75
ARR0019941,19-May-2026,MANDI007,Kapas,PBW-343,7409.0,Kgs,,Cotton,2026-05-19,74.09
ARR0020622,2026-03-10,MANDI009,mustard,Pusa-1121,51.43,quintal,148.0,Mustard,2026-10-03,51.43
ARR0016698,2026-06-25,MANDI035,Wheat,PBW-343,492.95,Quintals,93.0,Wheat,2026-06-25,492.95
ARR0023848,2026/07/24,MANDI042,गेहूं,Local,9391.0,Kgs,,Wheat,2026-07-24,93.91
ARR0011073,07-Apr-2026,MANDI025,गन्ना,Local,39900.0,kg,57.0,Sugarcane,2026-04-07,399.0
ARR0012095,10.03.2026,MANDI009,Cotton,,441.01,Q,96.0,Cotton,2026-03-10,441.01
ARR0015626,2026/07/28,MANDI020,Ganne,,17.219,T,90.0,Sugarcane,2026-07-28,172.19
,02-Feb-2026,MANDI045,Ganna,Pusa-1121,17.634,Tonnes,143.0,Sugarcane,2026-02-02,176.34
ARR0003861,24/04/2026,MANDI028,Sarson,Pusa-1121,348.99,quintal,124.0,Mustard,2026-04-24,348.99
ARR0017594,07-02-2026,MANDI046,WHEAT,PBW-343,140.71,Q,55.0,Wheat,2026-02-07,140.71
ARR0013127,11-Apr-2026,MANDI010,Sarson,PBW-343,361.18,qtl,,Mustard,2026-04-11,361.18
ARR0011975,15/06/2026,MANDI003,Mustard,Local,296.23,Quintals,38.0,Mustard,2026-06-15,296.23
ARR0019886,15.08.2026,MANDI024,Cotton,Local,490.02,Quintals,40.0,Cotton,2026-08-15,490.02
ARR0022750,2026-07-10,MANDI046,mustard,Premium,22.194,Tonnes,113.0,Mustard,2026-10-07,221.94
ARR0018790,07-18-2026,MANDI051,Kanak,Hybrid,282.78,Quintals,131.0,Wheat,2026-07-18,282.78
ARR0022480,11-Jun-2026,MANDI050,Basmati,Local,318.1,quintal,20.0,Rice,2026-06-11,318.1
ARR0000281,18.01.2026,MANDI044,मक्का,HD-2967,23340.0,Kilo,53.0,Maize,2026-01-18,233.4
ARR0017495,29/05/2026,MANDI044,paddy,Premium,133.61,Q,105.0,Rice,2026-05-29,133.61
ARR0020341,07/06/2026,MANDI050,wheat,Premium,41.942,Tonnes,26.0,Wheat,2026-06-07,419.42
ARR0021115,06.08.2026,MANDI040,Gehun,Pusa-1121,326.79,qtl,102.0,Wheat,2026-08-06,326.79
ARR0012631,2026-07-16,MANDI017,Kapas,Premium,36605.0,KGS,95.0,Cotton,2026-07-16,366.05
ARR0009039,02-26-2026,MANDI025,Gehun,Hybrid,25825.0,KGS,129.0,Wheat,2026-02-26,258.25
ARR0014801,22-Mar-2026,MANDI013,गन्ना,PBW-343,307.17,quintal,42.0,Sugarcane,2026-03-22,307.17
ARR0008106,01-24-2026,MANDI004,Makki,Pusa-1121,14513.0,KG,79.0,Maize,2026-01-24,145.13
ARR0020440,02-22-2026,MANDI042,गेहूं,,22707.0,Kgs,77.0,Wheat,2026-02-22,227.07
ARR0005325,02-07-2026,MANDI045,कपास,Hybrid,14.727,T,142.0,Cotton,2026-07-02,147.27
ARR0000897,01-27-2026,MANDI052,Chawal,HD-2967,484.38,Q,144.0,Rice,2026-01-27,484.38
ARR0010982,2026/05/02,MANDI016,Gehun,PBW-343,401.32,Qtl,6.0,Wheat,2026-02-05,401.32
ARR0007577,02/02/2026,MANDI040,Wheat,HD-2967,417.19,Qtl,118.0,Wheat,2026-02-02,417.19
ARR0011655,2026-08-02,MANDI029,धान,Hybrid,30.617,T,102.0,Rice,2026-02-08,306.17
ARR0012788,07-Apr-2026,MANDI049,धान,Pusa-1121,40721.0,kg,33.0,Rice,2026-04-07,407.21
ARR0006984,2026/03/16,MANDI039,Chawal,Pusa-1121,37360.0,KG,91.0,Rice,2026-03-16,373.6
ARR0010153,2026/08/21,MANDI004,Ganne,Hybrid,273.23,Q,37.0,Sugarcane,2026-08-21,273.23
ARR0012284,09/02/2026,MANDI055,mustard,Hybrid,45889.0,Kilo,59.0,Mustard,2026-02-09,458.89
ARR0000537,2026-02-08,MANDI043,Sugarcane,Pusa-1121,38399.0,kg,,Sugarcane,2026-08-02,383.99
ARR0011161,2026/07/26,MANDI014,Kapas,,-434.78,KG,74.0,Cotton,2026-07-26,-4.347799999999999
ARR0023696,22-Jul-2026,MANDI057,Maize,PBW-343,1832.9999999999998,Kilo,46.0,Maize,2026-07-22,18.33
ARR0013209,08/08/2026,MANDI046,Sarson,HD-2967,29661.0,kg,140.0,Mustard,2026-08-08,296.61
ARR0005504,2026/04/01,MANDI020,Kanak,Local,94.31,Quintals,,Wheat,2026-01-04,94.31
ARR0006678,29/04/2026,MANDI035,कपास,HD-2967,12.656,T,23.0,Cotton,2026-04-29,126.56
ARR0009521,09-01-2026,MANDI002,Basmati,Pusa-1121,15856.0,Kgs,75.0,Rice,2026-01-09,158.56
ARR0009490,25/05/2026,MANDI003,Mustard,,7587.0,kg,115.0,Mustard,2026-05-25,75.87
ARR0000035,02-Mar-2026,MANDI009,धान,Premium,280.48,quintal,121.0,Rice,2026-03-02,280.48
ARR0006405,03-01-2026,MANDI015,Kanak,HD-2967,41.348,tonnes,64.0,Wheat,2026-01-03,413.48
ARR0012619,2026-03-09,MANDI049,mustard,PBW-343,438.76,qtl,144.0,Mustard,2026-09-03,438.76
ARR0002642,09/08/2026,MANDI035,Ganne,Hybrid,-289.32,Qtl,26.0,Sugarcane,2026-08-09,-289.32
ARR0008363,07/02/2026,MANDI016,Kapas,Premium,107.0,Quintals,128.0,Cotton,2026-02-07,107.0
ARR0012115,25/07/2026,MANDI057,Kanak,PBW-343,46066.0,kg,86.0,Wheat,2026-07-25,460.66
ARR0005771,2026-04-06,MANDI052,धान,Hybrid,131.72,Quintals,103.0,Rice,2026-06-04,131.72
ARR0002142,19-Apr-2026,MANDI038,Mustard,PBW-343,418.63,qtl,100.0,Mustard,2026-04-19,418.63
ARR0017260,2026/06/06,MANDI043,Ganna,Pusa-1121,133.86,Quintals,78.0,Sugarcane,2026-06-06,133.86
ARR0010055,03-01-2026,MANDI030,Sugarcane,PBW-343,172.62,quintal,36.0,Sugarcane,2026-01-03,172.62
ARR0024577,12.03.2026,MANDI027,धान,Premium,373.54,qtl,,Rice,2026-03-12,373.54
ARR0022412,20/08/2026,MANDI044,Corn,Local,146.19,Q,,Maize,2026-08-20,146.19
ARR0019724,09-Jan-2026,MANDI017,मक्का,HD-2967,18595.0,Kilo,86.0,Maize,2026-01-09,185.95
ARR0011466,19/01/2026,MANDI036,wheat,PBW-343,42458.0,kg,53.0,Wheat,2026-01-19,424.58
ARR0000602,11/06/2026,MANDI029,cotton,Pusa-1121,37.117000000000004,T,129.0,Cotton,2026-06-11,371.16999999999996
ARR0013424,09/02/2026,MANDI023,mustard,,48.79,T,22.0,Mustard,2026-02-09,487.9
ARR0001109,11-Feb-2026,MANDI026,Sarson,HD-2967,9840.0,KG,145.0,Mustard,2026-02-11,98.4
ARR0006063,09-08-2026,MANDI057,cotton,Pusa-1121,26.115,MT,97.0,Cotton,2026-08-09,261.15
ARR0004071,08-05-2026,MANDI049,Ganne,HD-2967,17329.0,Kilo,55.0,Sugarcane,2026-05-08,173.29
ARR0007887,26/06/2026,MANDI005,Ganne,Hybrid,31.137,Tonnes,61.0,Sugarcane,2026-06-26,311.37
ARR0021969,2026-09-08,MANDI051,Makka,,94.87,qtl,135.0,Maize,2026-08-09,94.87
ARR0008049,29/04/2026,MANDI038,Maize,HD-2967,49803.0,KGS,33.0,Maize,2026-04-29,498.03
ARR0014682,04-30-2026,MANDI046,Kapas,,25.433,Tonnes,,Cotton,2026-04-30,254.32999999999998
ARR0010000,30.07.2026,MANDI047,mustard,HD-2967,43.15,Tonnes,142.0,Mustard,2026-07-30,431.5
ARR0021936,02.05.2026,MANDI031,WHEAT,,5.862,MT,115.0,Wheat,2026-05-02,58.620000000000005
ARR0000960,07.08.2026,MANDI003,Chawal,HD-2967,7934.0,kg,89.0,Rice,2026-08-07,79.34
,2026/06/12,MANDI019,कपास,Pusa-1121,31595.999999999996,KGS,50.0,Cotton,2026-12-06,315.96
ARR0001449,2026-07-31,MANDI001,Sugarcane,Premium,5.774,T,123.0,Sugarcane,2026-07-31,57.74
ARR0006539,2026/05/12,MANDI031,Mustard,PBW-343,21266.0,Kilo,74.0,Mustard,2026-12-05,212.66
ARR0010508,09-Jun-2026,MANDI006,Wheat,PBW-343,45.427,MT,139.0,Wheat,2026-06-09,454.27
ARR0008232,08.05.2026,MANDI053,Ganna,Pusa-1121,33.155,MT,104.0,Sugarcane,2026-05-08,331.55
ARR0019570,2026/04/22,MANDI040,कपास,Premium,73.53,qtl,48.0,Cotton,2026-04-22,73.53
ARR0010507,01/02/2026,MANDI026,paddy,HD-2967,25788.0,KGS,112.0,Rice,2026-02-01,257.88
ARR0017602,2026/08/06,MANDI018,मक्का,,2.766,Tonnes,53.0,Maize,2026-06-08,27.66
ARR0004287,06-Mar-2026,MANDI057,कपास,Premium,31352.0,Kilo,150.0,Cotton,2026-03-06,313.52
ARR0006809,09/04/2026,MANDI007,Mustard,Pusa-1121,37.814,MT,,Mustard,2026-04-09,378.14
ARR0003101,2026-01-26,MANDI005,GEHUN,HD-2967,300.89,qtl,13.0,Wheat,2026-01-26,300.89
ARR0001711,27-Aug-2026,MANDI055,cotton,Local,4261.0,KG,121.0,Cotton,2026-08-27,42.61
ARR0024626,2026-02-12,MANDI051,Narma,,29642.0,Kgs,138.0,Cotton,2026-12-02,296.42
ARR0014701,19-Apr-2026,MANDI014,Ganna,PBW-343,220.3,Quintals,29.0,Sugarcane,2026-04-19,220.3
ARR0015109,02-11-2026,MANDI032,गन्ना,,-158.4,Qtl,6.0,Sugarcane,2026-11-02,-158.4
ARR0020552,2026/01/12,MANDI012,Rice,Hybrid,29254.000000000004,kg,,Rice,2026-12-01,292.54
ARR0008649,11-May-2026,MANDI026,Corn,Local,-297.11,KG,130.0,Maize,2026-05-11,-2.9711000000000003
ARR0004973,07/04/2026,MANDI036,चावल,PBW-343,30227.0,kg,133.0,Rice,2026-04-07,302.27
ARR0011813,13/01/2026,MANDI024,Narma,Premium,11075.0,KGS,134.0,Cotton,2026-01-13,110.75
ARR0022555,2026-08-24,MANDI027,corn,Premium,372.35,Quintals,140.0,Maize,2026-08-24,372.35
ARR0003534,08-24-2026,MANDI023,Paddy,,13313.0,Kilo,66.0,Rice,2026-08-24,133.13
ARR0005512,15/06/2026,MANDI027,wheat,Local,447.84,Q,120.0,Wheat,2026-06-15,447.84
ARR0006461,05-24-2026,MANDI037,GEHUN,HD-2967,34667.0,KG,131.0,Wheat,2026-05-24,346.67
ARR0004033,01/04/2026,MANDI054,Corn,Pusa-1121,28266.000000000004,Kgs,117.0,Maize,2026-04-01,282.66
ARR0008275,29-Apr-2026,MANDI021,Makka,Hybrid,470.91,quintal,95.0,Maize,2026-04-29,470.91
ARR0019442,2026/03/02,MANDI037,Maize,Hybrid,24.466,T,80.0,Maize,2026-02-03,244.66000000000003
ARR0011132,09.08.2026,MANDI023,Sugarcane,,39805.0,KG,20.0,Sugarcane,2026-08-09,398.05
ARR0001922,30/08/2026,MANDI024,Sarso,HD-2967,8415.0,kg,31.0,Mustard,2026-08-30,84.15
ARR0018213,28/02/2026,MANDI041,wheat,Local,429.76,Quintals,90.0,Wheat,2026-02-28,429.76
ARR0007008,2026-04-29,MANDI039,गेहूं,HD-2967,23.429,Tonnes,117.0,Wheat,2026-04-29,234.29
ARR0024875,01/07/2026,MANDI037,गन्ना,PBW-343,13.969,T,147.0,Sugarcane,2026-07-01,139.69
ARR0017207,2026-07-12,MANDI037,गेहूं,Local,255.98,quintal,124.0,Wheat,2026-12-07,255.98
ARR0024097,19.08.2026,MANDI017,सरसों,,-349.04,KG,70.0,Mustard,2026-08-19,-3.4904
ARR0002636,27/07/2026,MANDI017,Sarson,PBW-343,224.47,quintal,76.0,Mustard,2026-07-27,224.47
ARR0003699,2026-07-02,MANDI054,WHEAT,Hybrid,400.19,Q,10.0,Wheat,2026-02-07,400.19
ARR0005533,2026-05-22,MANDI010,Sarso,Premium,20271.0,KGS,105.0,Mustard,2026-05-22,202.71
ARR0003383,2026/04/09,MANDI056,Narma,Hybrid,48.9,Q,80.0,Cotton,2026-09-04,48.9
ARR0016471,2026/03/25,MANDI027,Wheat,Pusa-1121,3817.0,KGS,,Wheat,2026-03-25,38.17
ARR0020138,2026/07/04,MANDI018,Kapas,Premium,15.474,T,12.0,Cotton,2026-04-07,154.74
ARR0008770,16-Aug-2026,MANDI020,GEHUN,PBW-343,7.874,Tonnes,15.0,Wheat,2026-08-16,78.74
,2026-07-22,MANDI017,Narma,Local,25.839,Tonnes,49.0,Cotton,2026-07-22,258.39
ARR0010576,2026-04-09,MANDI057,Mustard,Pusa-1121,46.342,T,,Mustard,2026-09-04,463.41999999999996
ARR0018720,24/03/2026,MANDI001,Mustard,Premium,269.68,Q,47.0,Mustard,2026-03-24,269.68
ARR0016299,2026/03/28,MANDI048,Cotton,,24779.0,KGS,80.0,Cotton,2026-03-28,247.79
ARR0003943,02.07.2026,MANDI007,गन्ना,Pusa-1121,11.068999999999999,MT,25.0,Sugarcane,2026-07-02,110.69000000000001
ARR0011231,2026/05/23,MANDI039,कपास,HD-2967,28280.0,kg,39.0,Cotton,2026-05-23,282.8
ARR0021578,26/08/2026,MANDI045,Paddy,HD-2967,327.7,qtl,148.0,Rice,2026-08-26,327.7
ARR0020254,15/08/2026,MANDI003,Dhaan,PBW-343,32292.0,KG,133.0,Rice,2026-08-15,322.92
ARR0006096,07.09.2026,MANDI042,mustard,Premium,28.139999999999997,T,,Mustard,2026-09-07,281.4
ARR0021734,05.07.2026,MANDI038,cotton,PBW-343,49741.0,kg,98.0,Cotton,2026-07-05,497.41
ARR0015020,11-Feb-2026,MANDI010,paddy,Premium,29.988999999999997,MT,120.0,Rice,2026-02-11,299.89
ARR0005551,03/06/2026,MANDI028,mustard,Premium,32.473,tonnes,112.0,Mustard,2026-06-03,324.73
ARR0006028,04-11-2026,MANDI030,Gehun,Hybrid,40461.0,Kgs,61.0,Wheat,2026-11-04,404.61
ARR0005554,2026/08/22,MANDI045,Chawal,Premium,23.464,T,143.0,Rice,2026-08-22,234.64
ARR0000881,2026-07-08,MANDI002,सरसों,Local,108.34,qtl,134.0,Mustard,2026-08-07,108.34
ARR0021241,08-02-2026,MANDI022,wheat,Local,17002.0,KG,113.0,Wheat,2026-02-08,170.02
ARR0012262,2026-02-20,MANDI053,Maize,Premium,17100.0,Kilo,78.0,Maize,2026-02-20,171.0
ARR0018152,02-12-2026,MANDI044,सरसों,,33.406,Tonnes,47.0,Mustard,2026-12-02,334.06
ARR0013484,07-06-2026,MANDI055,Sarson,Pusa-1121,229.08,quintal,,Mustard,2026-06-07,229.08
ARR0020137,01-02-2026,MANDI034,sugarcane,Pusa-1121,35775.0,Kgs,32.0,Sugarcane,2026-02-01,357.75
ARR0014446,22-Aug-2026,MANDI002,Gehun,PBW-343,40539.0,kg,41.0,Wheat,2026-08-22,405.39
,17/06/2026,MANDI035,Kapas,PBW-343,41924.0,kg,15.0,Cotton,2026-06-17,419.24
ARR0023107,05/04/2026,MANDI033,चावल,HD-2967,465.22,Quintals,,Rice,2026-04-05,465.22
,2026/01/05,MANDI019,सरसों,,166.02,quintal,7.0,Mustard,2026-05-01,166.02
ARR0008577,23/01/2026,MANDI043,धान,Hybrid,49077.0,kg,105.0,Rice,2026-01-23,490.77
ARR0004385,26.03.2026,MANDI002,Ganne,HD-2967,333.17,qtl,15.0,Sugarcane,2026-03-26,333.17
ARR0003923,17-Apr-2026,MANDI035,corn,Hybrid,461.85,Qtl,91.0,Maize,2026-04-17,461.85
ARR0000844,05-Jan-2026,MANDI024,Makki,Hybrid,11.475,T,31.0,Maize,2026-01-05,114.75
ARR0023005,29.03.2026,MANDI026,Ganna,Premium,3.9560000000000004,MT,129.0,Sugarcane,2026-03-29,39.56
ARR0003493,2026/09/08,MANDI002,Wheat,Hybrid,26016.000000000004,KG,35.0,Wheat,2026-08-09,260.16
ARR0024666,2026-06-30,MANDI008,Kapas,HD-2967,43842.0,Kilo,24.0,Cotton,2026-06-30,438.42
ARR0018564,2026-05-26,MANDI044,Sugarcane,Hybrid,33034.0,Kgs,45.0,Sugarcane,2026-05-26,330.34
ARR0024424,09/01/2026,MANDI011,Rice,,33333.0,Kgs,95.0,Rice,2026-01-09,333.33
ARR0013707,20-May-2026,MANDI036,mustard,PBW-343,24.124000000000002,tonnes,123.0,Mustard,2026-05-20,241.23999999999998
ARR0001490,12/06/2026,MANDI035,Mustard,Pusa-1121,151.7,Quintals,113.0,Mustard,2026-06-12,151.7
ARR0014419,12.03.2026,MANDI055,Basmati,Pusa-1121,26.149,Tonnes,147.0,Rice,2026-03-12,261.49
ARR0014488,31/03/2026,MANDI005,Makki,Pusa-1121,43.97,quintal,114.0,Maize,2026-03-31,43.97
ARR0021659,20-May-2026,MANDI024,Rice,,289.33,Q,80.0,Rice,2026-05-20,289.33
ARR0011772,2026-06-19,MANDI030,mustard,Premium,1.0699999999999998,MT,43.0,Mustard,2026-06-19,10.7
ARR0011974,23/04/2026,MANDI038,WHEAT,,64.9,Quintals,,Wheat,2026-04-23,64.9
ARR0024140,27/03/2026,MANDI040,Ganna,Hybrid,21.391,T,143.0,Sugarcane,2026-03-27,213.90999999999997
ARR0004158,01/06/2026,MANDI055,Kapas,,20.856,tonnes,138.0,Cotton,2026-06-01,208.56
ARR0004337,07.08.2026,MANDI005,Corn,Premium,450.57,Q,90.0,Maize,2026-08-07,450.57
ARR0008122,17-Mar-2026,MANDI035,Mustard,HD-2967,18.074,MT,129.0,Mustard,2026-03-17,180.74
ARR0016700,05-Jan-2026,MANDI047,Ganne,PBW-343,-108.8,Qtl,58.0,Sugarcane,2026-01-05,-108.8
ARR0005246,02-12-2026,MANDI055,Chawal,Local,297.96,quintal,94.0,Rice,2026-12-02,297.96
ARR0024915,04-08-2026,MANDI035,Makka,HD-2967,28004.000000000004,Kilo,128.0,Maize,2026-08-04,280.04
ARR0016909,07-10-2026,MANDI029,mustard,Premium,40.944,MT,92.0,Mustard,2026-10-07,409.44000000000005
ARR0024648,26/07/2026,MANDI057,Kanak,Local,33.642,Tonnes,,Wheat,2026-07-26,336.42
ARR0002623,05-03-2026,MANDI015,sugarcane,Premium,14.353,T,14.0,Sugarcane,2026-03-05,143.53
ARR0011332,07/08/2026,MANDI006,Kapas,Hybrid,211.48,Qtl,122.0,Cotton,2026-08-07,211.48
ARR0022795,2026/08/15,MANDI051,Sugarcane,,29693.0,KGS,31.0,Sugarcane,2026-08-15,296.93
ARR0002761,25/04/2026,MANDI037,चावल,Premium,4082.0,KGS,,Rice,2026-04-25,40.82
ARR0024747,01/03/2026,MANDI029,धान,PBW-343,21.038999999999998,Tonnes,55.0,Rice,2026-03-01,210.39000000000001
ARR0010334,02-06-2026,MANDI010,Paddy,PBW-343,13.936000000000002,Tonnes,76.0,Rice,2026-06-02,139.36
ARR0004253,04-08-2026,MANDI045,Wheat,Hybrid,223.13,Q,95.0,Wheat,2026-08-04,223.13
ARR0019386,04-11-2026,MANDI047,sugarcane,Pusa-1121,-475.35,Qtl,,Sugarcane,2026-11-04,-475.35
,2026-06-27,MANDI007,corn,HD-2967,476.11,quintal,123.0,Maize,2026-06-27,476.11
ARR0004389,22/02/2026,MANDI002,सरसों,Pusa-1121,-365.22,KG,112.0,Mustard,2026-02-22,-3.6522
ARR0019292,08/05/2026,MANDI001,गन्ना,Hybrid,42.07,T,100.0,Sugarcane,2026-05-08,420.7
ARR0023519,06-04-2026,MANDI028,Mustard,HD-2967,40.63,qtl,105.0,Mustard,2026-04-06,40.63
ARR0015779,16-Mar-2026,MANDI011,Ganne,Premium,25.723000000000003,Tonnes,72.0,Sugarcane,2026-03-16,257.23
ARR0010880,05/06/2026,MANDI009,Makki,PBW-343,484.98,qtl,,Maize,2026-06-05,484.98
ARR0008857,2026-05-22,MANDI018,wheat,Premium,-179.12,Qtl,82.0,Wheat,2026-05-22,-179.12
ARR0010598,2026-02-07,MANDI033,Narma,Pusa-1121,33467.0,KG,77.0,Cotton,2026-07-02,334.67
ARR0004141,11/05/2026,MANDI054,Sugarcane,Local,13.418000000000001,tonnes,11.0,Sugarcane,2026-05-11,134.18
ARR0002085,22-May-2026,MANDI005,cotton,PBW-343,363.13,quintal,96.0,Cotton,2026-05-22,363.13
ARR0023177,03-06-2026,MANDI051,Dhaan,Local,-441.52,KG,71.0,Rice,2026-06-03,-4.4152
ARR0008938,2026/02/09,MANDI041,Kapas,Premium,142.25,qtl,142.0,Cotton,2026-09-02,142.25
ARR0014948,20/06/2026,MANDI041,paddy,Pusa-1121,1.462,tonnes,45.0,Rice,2026-06-20,14.62
ARR0014616,06/02/2026,MANDI024,Sarson,Local,48043.0,Kgs,35.0,Mustard,2026-02-06,480.43
ARR0008249,08-May-2026,MANDI057,Narma,PBW-343,344.13,Quintals,72.0,Cotton,2026-05-08,344.13
ARR0001347,04/01/2026,MANDI001,चावल,,112.26,Qtl,8.0,Rice,2026-01-04,112.26
ARR0010218,30/07/2026,MANDI040,cotton,,133.0,Qtl,,Cotton,2026-07-30,133.0
ARR0009560,2026-04-15,MANDI040,मक्का,PBW-343,329.87,quintal,127.0,Maize,2026-04-15,329.87
ARR0005865,01-26-2026,MANDI046,Makki,PBW-343,459.52,Q,,Maize,2026-01-26,459.52
ARR0000076,2026/05/12,MANDI026,Wheat,Pusa-1121,98.89,quintal,101.0,Wheat,2026-12-05,98.89
ARR0012132,04/07/2026,MANDI010,Sarson,,41605.0,KGS,135.0,Mustard,2026-07-04,416.05
ARR0014447,24-Feb-2026,MANDI020,Sarson,Pusa-1121,25787.0,KG,,Mustard,2026-02-24,257.87
ARR0022651,05-03-2026,MANDI049,Dhaan,Pusa-1121,24439.0,Kgs,41.0,Rice,2026-03-05,244.39
ARR0003299,2026-07-08,MANDI014,GEHUN,Local,42136.0,Kilo,131.0,Wheat,2026-08-07,421.36
ARR0018730,08-04-2026,MANDI035,corn,HD-2967,13.540000000000001,T,93.0,Maize,2026-04-08,135.39999999999998
ARR0019109,2026/07/29,MANDI043,Dhaan,HD-2967,90.56,qtl,54.0,Rice,2026-07-29,90.56
ARR0017999,10.08.2026,MANDI050,Basmati,HD-2967,41937.0,Kilo,116.0,Rice,2026-08-10,419.37
ARR0006789,13/08/2026,MANDI012,सरसों,PBW-343,302.94,Quintals,29.0,Mustard,2026-08-13,302.94
ARR0021602,2026/04/06,MANDI029,wheat,Hybrid,276.63,Quintals,65.0,Wheat,2026-06-04,276.63
ARR0020116,07.02.2026,MANDI003,Rice,Premium,28.435000000000002,MT,,Rice,2026-02-07,284.34999999999997
ARR0016360,05/04/2026,MANDI043,Kanak,PBW-343,-247.09,KG,38.0,Wheat,2026-04-05,-2.4709
ARR0009333,2026-01-09,MANDI038,Gehun,Hybrid,47514.0,Kilo,131.0,Wheat,2026-09-01,475.14
ARR0004978,27/06/2026,MANDI026,धान,Hybrid,180.73,qtl,88.0,Rice,2026-06-27,180.73
ARR0020396,18-Jun-2026,MANDI005,कपास,,18825.0,Kilo,,Cotton,2026-06-18,188.25
ARR0019672,2026/08/27,MANDI049,मक्का,Pusa-1121,182.07,Qtl,75.0,Maize,2026-08-27,182.07
ARR0014845,14/07/2026,MANDI020,Corn,Hybrid,26480.0,kg,115.0,Maize,2026-07-14,264.8
ARR0005765,2026/06/02,MANDI047,Wheat,HD-2967,-111.21,Qtl,65.0,Wheat,2026-02-06,-111.21
ARR0024375,2026/08/01,MANDI033,Gehun,Local,1.593,MT,,Wheat,2026-01-08,15.93
ARR0000260,10-Jun-2026,MANDI047,Chawal,,28.762999999999998,Tonnes,93.0,Rice,2026-06-10,287.63
ARR0007829,30-Mar-2026,MANDI015,Kanak,PBW-343,12309.0,KGS,64.0,Wheat,2026-03-30,123.09
ARR0000972,2026-08-24,MANDI022,कपास,Pusa-1121,25025.0,Kilo,38.0,Cotton,2026-08-24,250.25
ARR0013309,14/03/2026,MANDI002,Kapas,Local,27.563,tonnes,,Cotton,2026-03-14,275.63
ARR0016152,07-31-2026,MANDI019,paddy,HD-2967,477.0,Q,16.0,Rice,2026-07-31,477.0
ARR0004348,10/04/2026,MANDI050,cotton,,445.42,qtl,110.0,Cotton,2026-04-10,445.42
ARR0022039,2026-08-27,MANDI017,Narma,Local,39.958999999999996,T,17.0,Cotton,2026-08-27,399.59000000000003
ARR0010908,2026-02-20,MANDI047,wheat,Hybrid,22142.0,kg,,Wheat,2026-02-20,221.42
ARR0008765,04-27-2026,MANDI009,Ganna,PBW-343,6.7,tonnes,116.0,Sugarcane,2026-04-27,67.0
ARR0006545,06-Feb-2026,MANDI055,Sarso,Hybrid,33386.0,Kilo,133.0,Mustard,2026-02-06,333.86
ARR0012803,2026/06/02,MANDI005,corn,Hybrid,482.02,Q,5.0,Maize,2026-02-06,482.02
ARR0019186,2026-03-21,MANDI023,गन्ना,Local,11304.0,Kgs,99.0,Sugarcane,2026-03-21,113.04
ARR0015649,04-27-2026,MANDI010,sugarcane,,35.786,MT,10.0,Sugarcane,2026-04-27,357.86
ARR0000347,08-Feb-2026,MANDI053,Ganne,Pusa-1121,20627.0,Kilo,,Sugarcane,2026-02-08,206.27
ARR0002498,18/08/2026,MANDI041,Sugarcane,Local,133.64,Qtl,121.0,Sugarcane,2026-08-18,133.64
ARR0009350,02/01/2026,MANDI004,कपास,Premium,289.72,qtl,,Cotton,2026-01-02,289.72
,2026/03/27,MANDI019,Sugarcane,Local,45082.0,Kgs,150.0,Sugarcane,2026-03-27,450.82
ARR0006503,01-23-2026,MANDI018,Sugarcane,Pusa-1121,436.26,Q,89.0,Sugarcane,2026-01-23,436.26
ARR0012283,03-08-2026,MANDI033,सरसों,,40372.0,KG,49.0,Mustard,2026-08-03,403.72
,08-15-2026,MANDI048,Cotton,Premium,38643.0,Kgs,28.0,Cotton,2026-08-15,386.43
ARR0015197,31/05/2026,MANDI006,Rice,Pusa-1121,3.2479999999999998,Tonnes,58.0,Rice,2026-05-31,32.480000000000004
ARR0017199,02-Jun-2026,MANDI012,Rice,,25335.0,kg,48.0,Rice,2026-06-02,253.35
ARR0020913,01.06.2026,MANDI018,Makka,HD-2967,7739.0,Kilo,11.0,Maize,2026-06-01,77.39
ARR0004548,02/02/2026,MANDI023,wheat,Hybrid,28714.999999999996,KG,120.0,Wheat,2026-02-02,287.15
ARR0000100,2026/08/27,MANDI001,Wheat,,19.31,qtl,82.0,Wheat,2026-08-27,19.31
ARR0019668,2026/04/16,MANDI030,Mustard,PBW-343,23710.0,KGS,85.0,Mustard,2026-04-16,237.1
ARR0009247,02/07/2026,MANDI052,Cotton,Local,44291.0,kg,57.0,Cotton,2026-07-02,442.91
ARR0000964,2026/03/26,MANDI041,Chawal,,138.84,Q,126.0,Rice,2026-03-26,138.84
ARR0017382,01-22-2026,MANDI011,Chawal,Hybrid,30377.0,Kgs,60.0,Rice,2026-01-22,303.77
ARR0018408,29-Mar-2026,MANDI055,Sarso,Premium,49.62,Quintals,22.0,Mustard,2026-03-29,49.62
