record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp,crop_name_clean,date_clean,min_price_clean,max_price_clean,modal_price_clean,msp_clean
PR004222,2026/01/25,MANDI056,Hisar,mustard,5176.93,6450.74,"₹5,813.83","Rs. 5,650",Mustard,2026-01-25,5176.93,6450.74,5813.83,0.565
PR003874,04-19-2026,MANDI054,Jalandhar,Ganne,"INR 3,155",3615.46,"INR 3,385",,Sugarcane,2026-04-19,3155.0,3615.46,3385.0,
PR009667,18-Jan-2026,,,धान,"₹2,217.40","INR 2,728",2472.6038332686867,"₹2,183.00",Rice,2026-01-18,2217.4,2728.0,2472.6038332686867,2183.0
PR007633,2026-01-14,MANDI019,Ferozepur,सरसों,"Rs. 5,418","5,991.83/-","5,705.13/-",5650,Mustard,2026-01-14,0.5418,5991.83,5705.13,5650.0
PR000939,26-Jan-2026,MANDI030,Ludhiana,corn,"INR 1,835","Rs. 2,108","₹1,971.49","Rs. 2,090",Maize,2026-01-26,1835.0,0.2108,1971.49,0.209
PR005505,2026-07-01,MANDI043,Amritsar,Dhaan,1935.66,2182.559043867726,2059.1086837177445,"INR 2,183",Rice,2026-01-07,1935.66,2182.559043867726,2059.1086837177445,2183.0
PR005502,25-Feb-2026,MANDI038,Amritsar,Basmati,"INR 2,064","2,216.14/-","₹2,140.27",2183,Rice,2026-02-25,2064.0,2216.14,2140.27,2183.0
PR007973,2026-06-11,MANDI046,Amritsar,paddy,"2,139.90/-",2250.66,"₹2,195.28",2183,Rice,2026-11-06,2139.9,2250.66,2195.28,2183.0
PR008755,2026-05-05,MANDI037,Sirsa,GEHUN,"2,293.24/-","Rs. 2,800","INR 2,547",2275,Wheat,2026-05-05,2293.24,0.28,2547.0,2275.0
PR006670,2026-01-08,MANDI027,Patiala,Rice,1942.66,"₹2,277.85","INR 2,110",2183,Rice,2026-08-01,1942.66,2277.85,2110.0,2183.0
PR001919,05-25-2026,MANDI037,Fatehabad,Makki,"Rs. 1,882",2022.99,1952.43,"INR 2,090",Maize,2026-05-25,0.1882,2022.99,1952.43,2090.0
PR004465,2026-03-18,MANDI006,Patiala,mustard,4974.42,5783.13,"Rs. 5,379",,Mustard,2026-03-18,4974.42,5783.13,0.5379,
PR007828,20.01.2026,MANDI019,Fatehabad,Paddy,"INR 2,284","INR 2,846","2,564.85/-",,Rice,2026-01-20,2284.0,2846.0,2564.85,
PR009342,2026-04-13,MANDI036,Moga,Sarso,"₹5,770.04","Rs. 7,174",6471.93,5650,Mustard,2026-04-13,5770.04,0.7174,6471.93,5650.0
PR001873,30.03.2026,MANDI048,Hisar,Mustard,,"INR 6,605",5997.758149340441,5650,Mustard,2026-03-30,,6605.0,5997.758149340441,5650.0
PR007484,05-09-2026,,Sirsa,कपास,"₹6,556.83",7955.09,7255.96,,Cotton,2026-09-05,6556.83,7955.09,7255.96,
PR001567,10.02.2026,MANDI011,Ludhiana,Maize,"INR 2,079","INR 2,322","INR 2,200",2090,Maize,2026-02-10,2079.0,2322.0,2200.0,2090.0
PR001095,02-Sep-2026,MANDI024,Bathinda,Basmati,,"Rs. 2,178",2072.6411838471267,,Rice,2026-09-02,,0.2178,2072.6411838471267,
PR004345,04-27-2026,MANDI021,Moga,Wheat,"2,086.12/-","₹2,474.82",2280.467887115089,"Rs. 2,275",Wheat,2026-04-27,2086.12,2474.82,2280.467887115089,0.2275
PR007574,12.07.2026,MANDI033,Bathinda,mustard,"Rs. 5,568",6428.49,"₹5,998.26",5650,Mustard,2026-07-12,0.5568,6428.49,5998.26,5650.0
PR004509,02-17-2026,MANDI008,Patiala,corn,"₹1,794.49","₹2,129.50",1962.0,2090,Maize,2026-02-17,1794.49,2129.5,1962.0,2090.0
PR007634,2026-02-15,MANDI024,,Paddy,"Rs. 2,231","₹2,571.62","INR 2,401","Rs. 2,183",Rice,2026-02-15,0.2231,2571.62,2401.0,0.2183
PR000974,19-Jun-2026,MANDI019,Patiala,Kapas,"₹6,193.34",7095.59,"₹6,644.47",6620,Cotton,2026-06-19,6193.34,7095.59,6644.47,6620.0
PR009544,26-Aug-2026,MANDI027,Hisar,कपास,"INR 6,242",,"INR 6,538","INR 6,620",Cotton,2026-08-26,6242.0,,6538.0,6620.0
PR004294,2026/04/18,,Kurukshetra,Kapas,"Rs. 6,476",7963.75,7219.79,,Cotton,2026-04-18,0.6476,7963.75,7219.79,
PR007823,12-May-2026,MANDI018,Ferozepur,sugarcane,,3842.56,3641.76,"INR 3,500",Sugarcane,2026-05-12,,3842.56,3641.76,3500.0
PR011420,2026-06-21,MANDI022,Kurukshetra,सरसों,,6109.89160557178,"INR 5,946","Rs. 5,650",Mustard,2026-06-21,,6109.89160557178,5946.0,0.565
PR007415,07-05-2026,MANDI002,Ferozepur,Sarso,"₹4,825.29","5,518.71/-","5,172.00/-","INR 5,650",Mustard,2026-05-07,4825.29,5518.71,5172.0,5650.0
PR007151,20.01.2026,,,Corn,2189.84,"2,469.25/-","₹2,329.54","₹2,090.00",Maize,2026-01-20,2189.84,2469.25,2329.54,2090.0
PR010576,2026/08/28,MANDI025,Jalandhar,Basmati,"Rs. 2,221",2450.15,2335.53,"INR 2,183",Rice,2026-08-28,0.2221,2450.15,2335.53,2183.0
PR001149,09/01/2026,MANDI049,,corn,,"₹2,540.51","Rs. 2,307","₹2,090.00",Maize,2026-01-09,,2540.51,0.2307,2090.0
PR001107,14/01/2026,MANDI006,Ferozepur,Paddy,"Rs. 2,024","2,199.05/-",2111.61,"₹2,183.00",Rice,2026-01-14,0.2024,2199.05,2111.61,2183.0
PR011267,07-15-2026,MANDI019,Moga,cotton,6871.32,8493.795056319059,7682.56,6620,Cotton,2026-07-15,6871.32,8493.795056319059,7682.56,6620.0
PR004862,2026/05/21,MANDI019,Hisar,Kapas,"₹5,764.77",6576.27,6170.52,"Rs. 6,620",Cotton,2026-05-21,5764.77,6576.27,6170.52,0.662
PR005924,08-29-2026,,Ludhiana,sugarcane,"3,067.32/-","₹3,764.03","₹3,415.67",,Sugarcane,2026-08-29,3067.32,3764.03,3415.67,
PR003022,2026-03-17,,Sirsa,GEHUN,2135.04,,2275.96,2275,Wheat,2026-03-17,2135.04,,2275.96,2275.0
PR002974,2026-01-11,MANDI007,Hisar,गेहूं,2242.77,"Rs. 2,433",2337.77,"2,275.00/-",Wheat,2026-11-01,2242.77,0.2433,2337.77,2275.0
PR001415,2026-04-12,MANDI029,Ferozepur,paddy,"2,098.97/-",,"Rs. 2,278","₹2,183.00",Rice,2026-12-04,2098.97,,0.2278,2183.0
PR004408,15-May-2026,,Ferozepur,corn,"₹1,969.09",2288.15,"₹2,128.62",2090,Maize,2026-05-15,1969.09,2288.15,2128.62,2090.0
PR000532,2026-07-24,,Karnal,Paddy,1920.22,2281.5621488449083,"Rs. 2,101",2183,Rice,2026-07-24,1920.22,2281.5621488449083,0.2101,2183.0
PR004897,27/05/2026,MANDI017,Fatehabad,wheat,"Rs. 2,205",2738.48,"INR 2,472",2275,Wheat,2026-05-27,0.2205,2738.48,2472.0,2275.0
PR005103,2026-01-07,MANDI005,Moga,Chawal,2270.74,"₹2,810.05",2540.4,,Rice,2026-07-01,2270.74,2810.05,2540.4,
PR010821,2026/08/20,MANDI040,Ferozepur,कपास,"6,031.89/-",6990.81,"Rs. 6,511","6,620.00/-",Cotton,2026-08-20,6031.89,6990.81,0.6511,6620.0
PR001827,2026/08/23,MANDI049,Ferozepur,Basmati,"₹2,213.70","Rs. 2,732","INR 2,473","INR 2,183",Rice,2026-08-23,2213.7,0.2732,2473.0,2183.0
PR010746,13.07.2026,MANDI027,Kurukshetra,Kapas,"INR 5,805","Rs. 7,014","Rs. 6,409","₹6,620.00",Cotton,2026-07-13,5805.0,0.7014,0.6409,6620.0
PR009422,08-13-2026,MANDI024,Sirsa,कपास,"INR 5,674","INR 6,942","Rs. 6,308",,Cotton,2026-08-13,5674.0,6942.0,0.6308,
PR008573,24.01.2026,MANDI047,,मक्का,"INR 1,917","₹2,194.73","INR 2,056",2090,Maize,2026-01-24,1917.0,2194.73,2056.0,2090.0
PR009566,14.03.2026,MANDI017,Patiala,Gehun,2265.99,2636.7,2451.35,"INR 2,275",Wheat,2026-03-14,2265.99,2636.7,2451.35,2275.0
PR007768,25/03/2026,MANDI004,Kurukshetra,मक्का,"INR 1,850","INR 2,079","₹1,964.75","Rs. 2,090",Maize,2026-03-25,1850.0,2079.0,1964.75,0.209
PR010926,04-18-2026,MANDI010,Ferozepur,Wheat,"Rs. 2,015","₹2,150.93","Rs. 2,083",2275,Wheat,2026-04-18,0.2015,2150.93,0.2083,2275.0
PR005825,2026/03/14,MANDI028,Ambala,Cotton,6593.04,"INR 8,046",7319.63,"₹6,620.00",Cotton,2026-03-14,6593.04,8046.0,7319.63,6620.0
PR005947,2026-02-07,MANDI052,Hisar,Makka,"₹2,121.99","INR 2,368","₹2,245.16","INR 2,090",Maize,2026-07-02,2121.99,2368.0,2245.16,2090.0
PR011480,23.07.2026,MANDI050,,सरसों,"INR 5,733","INR 7,041","6,387.10/-",,Mustard,2026-07-23,5733.0,7041.0,6387.1,
PR009002,17/05/2026,MANDI014,Sirsa,कपास,"INR 6,201","6,523.95/-",6362.47528263049,"INR 6,620",Cotton,2026-05-17,6201.0,6523.95,6362.47528263049,6620.0
PR005695,01-30-2026,MANDI041,Ambala,Kanak,"₹1,972.07",2230.88,2101.47680291683,"2,275.00/-",Wheat,2026-01-30,1972.07,2230.88,2101.47680291683,2275.0
PR003750,11/06/2026,,Hisar,Kapas,"6,261.62/-","Rs. 6,890","INR 6,576","₹6,620.00",Cotton,2026-06-11,6261.62,0.689,6576.0,6620.0
PR006652,2026-02-08,MANDI050,Ambala,Basmati,"INR 2,211","INR 2,689","₹2,449.59",2183,Rice,2026-08-02,2211.0,2689.0,2449.59,2183.0
PR007964,28/07/2026,MANDI054,Fatehabad,Dhaan,2169.13,"Rs. 2,631",2399.93,"INR 2,183",Rice,2026-07-28,2169.13,0.2631,2399.93,2183.0
PR010812,2026/09/02,,Moga,Makki,"₹1,840.00","INR 2,120",1979.96,2090,Maize,2026-02-09,1840.0,2120.0,1979.96,2090.0
PR011911,2026-07-23,MANDI023,Patiala,Kapas,"6,616.61/-",6953.883305722279,6785.248969549042,6620,Cotton,2026-07-23,6616.61,6953.883305722279,6785.248969549042,6620.0
PR011355,16-Jun-2026,MANDI057,Ambala,Ganne,2979.082100140226,"Rs. 3,197",3088.140414488116,,Sugarcane,2026-06-16,2979.082100140226,0.3197,3088.140414488116,
PR001192,17.05.2026,MANDI051,Moga,Ganne,"Rs. 3,480",3685.66,"INR 3,583","₹3,500.00",Sugarcane,2026-05-17,0.348,3685.66,3583.0,3500.0
PR005575,06-02-2026,MANDI055,Bathinda,Chawal,"Rs. 1,872","Rs. 1,997","INR 1,935",,Rice,2026-02-06,0.1872,0.1997,1935.0,
PR005534,19/01/2026,MANDI036,Ambala,Maize,2134.64,2628.82,2381.73,"Rs. 2,090",Maize,2026-01-19,2134.64,2628.82,2381.73,0.209
PR002530,2026-03-21,MANDI046,Kurukshetra,Chawal,"Rs. 1,966","Rs. 2,391",2178.645477996416,"Rs. 2,183",Rice,2026-03-21,0.1966,0.2391,2178.645477996416,0.2183
PR001984,2026/08/26,,Ambala,Sugarcane,"Rs. 3,026",3339.18,3182.77,,Sugarcane,2026-08-26,0.3026,3339.18,3182.77,
PR001299,06.03.2026,MANDI020,Moga,Corn,1929.328909123689,"2,155.12/-","Rs. 2,042",2090,Maize,2026-03-06,1929.328909123689,2155.12,0.2042,2090.0
PR011802,2026/02/12,,Moga,Sarson,"Rs. 4,943","5,518.20/-","5,230.57/-",,Mustard,2026-12-02,0.4943,5518.2,5230.57,
PR003699,29/04/2026,MANDI025,,sugarcane,"INR 3,409","INR 3,655","3,531.80/-","Rs. 3,500",Sugarcane,2026-04-29,3409.0,3655.0,3531.8,0.35
PR005943,2026-05-20,MANDI050,Sirsa,cotton,5651.66,,5864.732983722297,6620,Cotton,2026-05-20,5651.66,,5864.732983722297,6620.0
PR006747,03-08-2026,MANDI017,Bathinda,Ganne,3598.2266115399334,4483.73,"INR 4,041","Rs. 3,500",Sugarcane,2026-08-03,3598.2266115399334,4483.73,4041.0,0.35
PR001159,03/03/2026,MANDI027,Bathinda,Kanak,"Rs. 2,225","₹2,368.02",2296.67,"Rs. 2,275",Wheat,2026-03-03,0.2225,2368.02,2296.67,0.2275
PR007179,27/04/2026,MANDI017,Moga,Makka,"Rs. 2,188",2424.11,2305.972753379783,"Rs. 2,090",Maize,2026-04-27,0.2188,2424.11,2305.972753379783,0.209
PR009703,2026/03/30,MANDI053,Moga,कपास,6790.52,"Rs. 7,686","₹7,238.40",6620,Cotton,2026-03-30,6790.52,0.7686,7238.4,6620.0
PR005109,09-01-2026,MANDI050,,कपास,"Rs. 6,799","Rs. 7,306",7052.144333764811,"INR 6,620",Cotton,2026-01-09,0.6799,0.7306,7052.144333764811,6620.0
PR004613,2026-05-29,MANDI054,Sirsa,corn,2120.7265538226206,"2,228.29/-","₹2,174.51","₹2,090.00",Maize,2026-05-29,2120.7265538226206,2228.29,2174.51,2090.0
PR000166,2026-01-19,,Fatehabad,Kapas,"INR 5,664",6462.128194197809,"6,063.28/-",,Cotton,2026-01-19,5664.0,6462.128194197809,6063.28,
PR003384,28-Mar-2026,MANDI053,Moga,cotton,"INR 6,108","7,627.73/-",6867.93,6620,Cotton,2026-03-28,6108.0,7627.73,6867.93,6620.0
PR002694,2026-01-02,MANDI008,Ferozepur,Dhaan,"₹1,931.31",,"₹2,087.26",2183,Rice,2026-02-01,1931.31,,2087.26,2183.0
PR001550,28/02/2026,MANDI034,Ambala,Sarson,5125.56,6095.151484406434,5610.36,"₹5,650.00",Mustard,2026-02-28,5125.56,6095.151484406434,5610.36,5650.0
PR003649,29-Jan-2026,,,WHEAT,2078.65,2590.256514819163,2334.4546725645796,"Rs. 2,275",Wheat,2026-01-29,2078.65,2590.256514819163,2334.4546725645796,0.2275
PR011888,12.02.2026,MANDI006,Ambala,Mustard,"₹5,645.70","INR 6,530",6087.81861842975,5650,Mustard,2026-02-12,5645.7,6530.0,6087.81861842975,5650.0
PR000440,23-Apr-2026,MANDI036,Kurukshetra,Maize,"INR 2,153","INR 2,315","INR 2,234",,Maize,2026-04-23,2153.0,2315.0,2234.0,
PR005003,08-25-2026,MANDI030,Kurukshetra,Narma,6251.73,"Rs. 6,574","Rs. 6,413",6620,Cotton,2026-08-25,6251.73,0.6574,0.6413,6620.0
PR007904,06.05.2026,MANDI039,Ludhiana,Makki,"2,111.62/-","Rs. 2,484","2,297.59/-",2090,Maize,2026-05-06,2111.62,0.2484,2297.59,2090.0
PR005935,07.05.2026,,Hisar,Kapas,"INR 6,172",7665.8202473011215,"Rs. 6,919","₹6,620.00",Cotton,2026-05-07,6172.0,7665.8202473011215,0.6919,6620.0
PR011472,04-18-2026,MANDI042,Moga,सरसों,"INR 4,918",5482.77,"Rs. 5,200",,Mustard,2026-04-18,4918.0,5482.77,0.52,
PR010651,28-Jul-2026,MANDI002,Karnal,Mustard,"₹5,401.41","Rs. 6,139","Rs. 5,770","₹5,650.00",Mustard,2026-07-28,5401.41,0.6139,0.577,5650.0
PR006514,2026-01-25,MANDI028,Moga,Narma,6097.752843968654,"₹7,068.39",6583.070807446889,"Rs. 6,620",Cotton,2026-01-25,6097.752843968654,7068.39,6583.070807446889,0.662
PR006889,2026-08-11,MANDI029,Sirsa,Corn,1914.82,2149.9340119182657,2032.38,2090,Maize,2026-11-08,1914.82,2149.9340119182657,2032.38,2090.0
PR002716,05-20-2026,MANDI042,Jalandhar,Sarso,5333.62,"Rs. 6,002","Rs. 5,668",,Mustard,2026-05-20,5333.62,0.6002,0.5668,
PR008556,2026-05-24,MANDI051,Fatehabad,गेहूं,"INR 2,294",2577.0939778095417,"INR 2,436","2,275.00/-",Wheat,2026-05-24,2294.0,2577.0939778095417,2436.0,2275.0
PR011627,27-May-2026,MANDI008,Bathinda,मक्का,"INR 2,093","2,375.43/-","₹2,234.11",2090,Maize,2026-05-27,2093.0,2375.43,2234.11,2090.0
PR007814,2026/03/23,MANDI006,Fatehabad,sugarcane,"3,073.50/-","3,289.02/-","INR 3,181",,Sugarcane,2026-03-23,3073.5,3289.02,3181.0,
PR000641,2026/08/29,,Moga,Sarso,"₹5,607.06","Rs. 6,113",5860.17,"INR 5,650",Mustard,2026-08-29,5607.06,0.6113,5860.17,5650.0
PR006812,16/05/2026,MANDI036,Ambala,Makki,"INR 2,082","₹2,517.30","₹2,299.53",2090,Maize,2026-05-16,2082.0,2517.3,2299.53,2090.0
PR004094,17.04.2026,MANDI004,Ludhiana,Corn,1926.78,"2,367.79/-",2147.2848714029396,2090,Maize,2026-04-17,1926.78,2367.79,2147.2848714029396,2090.0
PR003684,2026-05-28,MANDI047,Moga,Sugarcane,"₹3,168.54","INR 3,533","3,350.99/-","3,500.00/-",Sugarcane,2026-05-28,3168.54,3533.0,3350.99,3500.0
PR000603,10-Feb-2026,MANDI022,Ferozepur,Basmati,2011.87,2265.24,"₹2,138.56",,Rice,2026-02-10,2011.87,2265.24,2138.56,
PR007039,01-12-2026,,Karnal,sugarcane,"INR 3,574",4209.06,3891.75,,Sugarcane,2026-12-01,3574.0,4209.06,3891.75,
PR000643,2026-01-28,MANDI020,Patiala,गन्ना,"3,126.92/-","₹3,733.51","₹3,430.21","Rs. 3,500",Sugarcane,2026-01-28,3126.92,3733.51,3430.21,0.35
PR009896,2026-06-22,MANDI034,Moga,mustard,"Rs. 5,506","6,471.92/-","INR 5,989",5650,Mustard,2026-06-22,0.5506,6471.92,5989.0,5650.0
PR008202,26-Mar-2026,MANDI048,,गन्ना,,3974.544792772937,"3,777.34/-",,Sugarcane,2026-03-26,,3974.544792772937,3777.34,
PR006493,03.04.2026,MANDI041,Ludhiana,Dhaan,"₹2,029.95","INR 2,254","₹2,142.08",,Rice,2026-04-03,2029.95,2254.0,2142.08,
PR010184,2026-01-20,MANDI039,Ludhiana,Narma,"6,033.76/-","₹7,157.25",6595.51,6620,Cotton,2026-01-20,6033.76,7157.25,6595.51,6620.0
PR006136,20/06/2026,MANDI035,,Mustard,"Rs. 5,083","₹5,568.23",5325.550124411224,"₹5,650.00",Mustard,2026-06-20,0.5083,5568.23,5325.550124411224,5650.0
PR003448,2026-05-02,MANDI022,Ambala,Kapas,"₹6,732.03","8,353.23/-","Rs. 7,543",6620,Cotton,2026-02-05,6732.03,8353.23,0.7543,6620.0
PR007772,21.02.2026,MANDI056,Ambala,sugarcane,"₹3,604.17",4480.18,"INR 4,042",3500,Sugarcane,2026-02-21,3604.17,4480.18,4042.0,3500.0
PR009967,07-14-2026,MANDI046,Karnal,Ganne,"Rs. 3,421",,"INR 3,635","₹3,500.00",Sugarcane,2026-07-14,0.3421,,3635.0,3500.0
PR008793,2026-01-30,MANDI039,Amritsar,Makka,"₹1,937.32",2206.11,"INR 2,072",2090,Maize,2026-01-30,1937.32,2206.11,2072.0,2090.0
PR007000,22-May-2026,MANDI008,Karnal,Dhaan,2117.226718124403,,"Rs. 2,216",,Rice,2026-05-22,2117.226718124403,,0.2216,
PR002307,2026-01-01,,Patiala,Ganna,"3,470.52/-","Rs. 3,855",3662.98,3500,Sugarcane,2026-01-01,3470.52,0.3855,3662.98,3500.0
PR000188,12-Feb-2026,MANDI044,Kurukshetra,Kapas,,6792.45,"₹6,465.30",6620,Cotton,2026-02-12,,6792.45,6465.3,6620.0
PR005643,02/09/2026,,Ferozepur,Narma,"Rs. 6,059","Rs. 7,302","Rs. 6,680","₹6,620.00",Cotton,2026-09-02,0.6059,0.7302,0.668,6620.0
PR009824,07-Jun-2026,MANDI049,Ludhiana,Kapas,,"Rs. 6,798","₹6,251.76","Rs. 6,620",Cotton,2026-06-07,,0.6798,6251.76,0.662
PR007392,19/02/2026,MANDI024,Kurukshetra,चावल,"Rs. 2,259",2397.41,"₹2,328.00","INR 2,183",Rice,2026-02-19,0.2259,2397.41,2328.0,2183.0
PR009370,24/08/2026,MANDI006,Ambala,Maize,1865.0,"Rs. 2,226",2045.47,"Rs. 2,090",Maize,2026-08-24,1865.0,0.2226,2045.47,0.209
PR011340,2026-07-13,MANDI053,Patiala,मक्का,"INR 1,964",2366.9113245947624,2165.5620790310313,"2,090.00/-",Maize,2026-07-13,1964.0,2366.9113245947624,2165.5620790310313,2090.0
PR007879,2026/08/10,,Patiala,mustard,5107.016975510002,5775.026886582632,"₹5,441.02","₹5,650.00",Mustard,2026-10-08,5107.016975510002,5775.026886582632,5441.02,5650.0
PR004124,24-Apr-2026,MANDI039,Amritsar,Gehun,2302.3229820980023,"Rs. 2,860",2581.27,,Wheat,2026-04-24,2302.3229820980023,0.286,2581.27,
PR006805,04-18-2026,MANDI015,Karnal,Narma,,"₹6,393.38",6133.03,,Cotton,2026-04-18,,6393.38,6133.03,
PR005249,2026-06-19,MANDI051,Jalandhar,cotton,"6,164.04/-",7138.771391566734,6651.41,"₹6,620.00",Cotton,2026-06-19,6164.04,7138.771391566734,6651.41,6620.0
PR010819,2026-01-24,,Hisar,चावल,"INR 2,075",2499.59,"₹2,287.18",2183,Rice,2026-01-24,2075.0,2499.59,2287.18,2183.0
PR000736,17.03.2026,MANDI035,Moga,Kanak,2379.92,"Rs. 2,922",2650.78,,Wheat,2026-03-17,2379.92,0.2922,2650.78,
PR008697,2026/04/02,MANDI032,Patiala,कपास,5981.377620732679,6687.58,"6,334.48/-","6,620.00/-",Cotton,2026-02-04,5981.377620732679,6687.58,6334.48,6620.0
PR010918,2026-03-23,MANDI012,,Makki,,"₹2,426.15","Rs. 2,189","2,090.00/-",Maize,2026-03-23,,2426.15,0.2189,2090.0
PR007418,2026/06/12,MANDI005,Amritsar,Sarson,"Rs. 5,771","Rs. 6,629","6,199.82/-","₹5,650.00",Mustard,2026-12-06,0.5771,0.6629,6199.82,5650.0
PR003268,12-Jul-2026,MANDI021,Karnal,WHEAT,"₹2,016.88","Rs. 2,218","INR 2,117","₹2,275.00",Wheat,2026-07-12,2016.88,0.2218,2117.0,2275.0
PR003604,27/08/2026,MANDI002,Patiala,गेहूं,"₹2,164.14","₹2,500.91","₹2,332.53",2275,Wheat,2026-08-27,2164.14,2500.91,2332.53,2275.0
PR007232,2026-07-27,MANDI014,Jalandhar,Maize,1893.81,"₹2,001.36",1947.58,"₹2,090.00",Maize,2026-07-27,1893.81,2001.36,1947.58,2090.0
PR009876,2026-02-09,MANDI016,Ludhiana,मक्का,"₹1,877.58",2067.28,1972.4320486717609,"Rs. 2,090",Maize,2026-09-02,1877.58,2067.28,1972.4320486717609,0.209
PR003818,07-Jun-2026,MANDI030,Sirsa,सरसों,"₹5,570.09","₹6,582.53","INR 6,076",,Mustard,2026-06-07,5570.09,6582.53,6076.0,
PR009737,04-09-2026,MANDI028,,Sarso,"INR 5,542","INR 6,832",6187.05,5650,Mustard,2026-09-04,5542.0,6832.0,6187.05,5650.0
PR006754,2026/03/15,MANDI038,Bathinda,Basmati,2010.1216667132817,2409.31,"₹2,209.72","INR 2,183",Rice,2026-03-15,2010.1216667132817,2409.31,2209.72,2183.0
PR005102,08-22-2026,MANDI055,Moga,कपास,"INR 6,181","₹6,707.62",6444.558474307834,"Rs. 6,620",Cotton,2026-08-22,6181.0,6707.62,6444.558474307834,0.662
PR010071,23/04/2026,MANDI009,Kurukshetra,Dhaan,"INR 1,958","2,291.93/-","Rs. 2,125",2183,Rice,2026-04-23,1958.0,2291.93,0.2125,2183.0
PR011785,2026-08-21,MANDI013,Ambala,Maize,2075.06,"2,271.81/-","INR 2,173","INR 2,090",Maize,2026-08-21,2075.06,2271.81,2173.0,2090.0
PR003149,2026-03-20,MANDI015,Bathinda,Dhaan,"₹2,152.51","₹2,283.72",2218.11,,Rice,2026-03-20,2152.51,2283.72,2218.11,
PR010048,2026/01/28,MANDI037,Ludhiana,cotton,,7619.93,"₹7,067.99","Rs. 6,620",Cotton,2026-01-28,,7619.93,7067.99,0.662
PR000717,07-Aug-2026,MANDI028,Ferozepur,sugarcane,"Rs. 3,349","Rs. 3,617","3,482.99/-","INR 3,500",Sugarcane,2026-08-07,0.3349,0.3617,3482.99,3500.0
PR004658,04-Sep-2026,MANDI051,Fatehabad,Ganne,3094.346112605931,"₹3,865.22","INR 3,480",3500,Sugarcane,2026-09-04,3094.346112605931,3865.22,3480.0,3500.0
PR000784,23/08/2026,MANDI004,Kurukshetra,Sarso,"₹5,269.66","₹6,107.80","Rs. 5,689","₹5,650.00",Mustard,2026-08-23,5269.66,6107.8,0.5689,5650.0
PR008162,04-Jul-2026,MANDI039,Amritsar,corn,"INR 1,821",2005.1637150172523,"₹1,913.17",,Maize,2026-07-04,1821.0,2005.1637150172523,1913.17,
PR006313,02/04/2026,MANDI016,,Narma,6820.63,"Rs. 7,707","₹7,263.84",6620,Cotton,2026-04-02,6820.63,0.7707,7263.84,6620.0
PR006677,2026-01-19,MANDI048,Bathinda,गेहूं,2015.33,2129.08,2072.2076719004945,"₹2,275.00",Wheat,2026-01-19,2015.33,2129.08,2072.2076719004945,2275.0
PR011645,21-Jun-2026,MANDI046,Bathinda,Maize,1835.71,2292.33,"INR 2,064","Rs. 2,090",Maize,2026-06-21,1835.71,2292.33,2064.0,0.209
PR008776,2026/03/04,,Kurukshetra,गेहूं,"Rs. 2,051","Rs. 2,366",2208.11,,Wheat,2026-04-03,0.2051,0.2366,2208.11,
PR000787,2026-04-22,MANDI034,Ambala,Kapas,6337.577036161557,7664.05,7000.82,6620,Cotton,2026-04-22,6337.577036161557,7664.05,7000.82,6620.0
PR009527,2026/03/16,MANDI042,Ambala,Maize,"₹1,985.23","INR 2,413","Rs. 2,199",,Maize,2026-03-16,1985.23,2413.0,0.2199,
PR000389,2026-09-04,MANDI035,Hisar,धान,2039.03,2151.16,2095.09,"2,183.00/-",Rice,2026-04-09,2039.03,2151.16,2095.09,2183.0
PR011684,2026-08-07,MANDI036,,paddy,"Rs. 2,134","Rs. 2,523",2328.45,"₹2,183.00",Rice,2026-07-08,0.2134,0.2523,2328.45,2183.0
PR010988,02.04.2026,MANDI043,Hisar,cotton,6049.90311877899,"INR 7,065",6557.35,6620,Cotton,2026-04-02,6049.90311877899,7065.0,6557.35,6620.0
PR007503,2026/05/08,MANDI029,Ambala,Gehun,"INR 2,243",2755.23,"₹2,499.00","Rs. 2,275",Wheat,2026-08-05,2243.0,2755.23,2499.0,0.2275
PR001503,05-29-2026,MANDI012,Ambala,Gehun,"₹2,198.81","INR 2,632",2415.461999304047,"₹2,275.00",Wheat,2026-05-29,2198.81,2632.0,2415.461999304047,2275.0
PR003286,13.02.2026,MANDI005,Jalandhar,Paddy,"₹2,124.47","Rs. 2,389",2256.6,,Rice,2026-02-13,2124.47,0.2389,2256.6,
PR009050,2026-04-26,MANDI044,Amritsar,Wheat,"Rs. 2,225","INR 2,388","Rs. 2,306",2275,Wheat,2026-04-26,0.2225,2388.0,0.2306,2275.0
PR009820,2026/09/04,MANDI037,Jalandhar,Cotton,"INR 5,664",6370.157050444184,6016.86,6620,Cotton,2026-04-09,5664.0,6370.157050444184,6016.86,6620.0
PR001078,06.02.2026,MANDI032,Ludhiana,Mustard,4945.57,,"5,300.83/-",5650,Mustard,2026-02-06,4945.57,,5300.83,5650.0
PR000282,06.09.2026,MANDI049,Ambala,mustard,5261.739157437795,"5,699.76/-","INR 5,481","Rs. 5,650",Mustard,2026-09-06,5261.739157437795,5699.76,5481.0,0.565
PR005400,26.07.2026,MANDI018,Fatehabad,Sarson,,6742.926675847662,"Rs. 6,237",,Mustard,2026-07-26,,6742.926675847662,0.6237,
